source	target
HDAC1	RAC3
HDAC1	E2F3
HDAC1	BRD4
HDAC1	JUND
HDAC1	ZKSCAN1
HDAC1	PBX3
HDAC1	ELL2
HDAC1	SMARCC1
HDAC1	TP73-AS1
HDAC1	ARNT
HDAC1	SREBF2
HDAC1	HEY1
HDAC1	RAD21
HDAC1	ATF2
HDAC1	C17orf49
HDAC1	CHD3
HDAC1	SREBF1
HDAC1	ETV4
HDAC1	CBX4
HDAC1	ELF1
HDAC1	MBD3
HDAC1	SMARCA4
HDAC1	CEBPA
HDAC1	HNRNPL
HDAC1	BRD3
HDAC1	RXRA
HDAC1	FOXK1
HDAC1	HIF1A
HDAC1	RCOR1
HDAC1	NIPBL
HDAC1	BACH2
HDAC1	ZFX
HDAC1	ELK1
HDAC1	KDM5C
HDAC1	OGT
HDAC2	POLR3A
HDAC2	ZMIZ1
HDAC2	MXI1
HDAC2	PPARG
HDAC2	NR2C2
HDAC2	XRN2
HDAC2	ZNF217
HDAC2	MNT
HDAC2	CAMTA2
HDAC2	POLR2A
HDAC2	CHD3
HDAC2	SREBF1
HDAC2	PCGF2
HDAC2	STAT3
HDAC2	ETV4
HDAC2	CBX4
HDAC2	MAFG
HDAC2	NCOR2
HDAC2	XBP1
HDAC2	EWSR1
HDAC2	MAFF
HDAC2	SREBF2
HDAC2	SMAD3
HDAC2	PPARGC1A
HDAC2	MAZ
HDAC2	KAT8
HDAC2	ZFHX3
HDAC2	SMAD4
HDAC2	FOSL2
HDAC2	MTA3
HDAC2	EPAS1
HDAC2	NR2F1
HDAC2	ELL2
HDAC2	HDAC3
HDAC2	ZFX
HDAC2	BCOR
HDAC2	HDAC1
HDAC2	ARNT
HDAC2	GLIS3
HDAC2	PBX3
HDAC2	RXRA
HDAC2	SMARCA4
HDAC2	BRD4
HDAC2	JUND
HDAC2	KMT2B
HDAC2	HNRNPL
HDAC2	TRIM28
HDAC2	FOS
HDAC2	RCOR1
HDAC2	MAFK
HDAC2	ZKSCAN1
HDAC2	REPIN1
HDAC2	BACH1
HDAC2	NR1H3
HDAC2	ELF1
HDAC2	CEBPD
HDAC2	HEY1
HDAC2	KLF10
HDAC2	E2F3
HDAC2	JUN
HDAC2	PBX1
HDAC2	ARRB1
HDAC2	BRD2
HDAC2	THAP11
HDAC2	ID3
HDAC2	ELK4
HDAC2	BMI1
HDAC2	CTBP2
HDAC2	MBD2
HDAC2	TBL1XR1
HDAC2	NIPBL
HDAC2	EBF1
HDAC2	ZNF280D
HDAC2	SRF
HDAC2	HDAC2
HDAC2	ETV1
HDAC2	RB1
HDAC2	C17orf49
HDAC2	DDX5
HDAC2	RAC3
HDAC2	BRD3
HDAC2	HSF1
HDAC2	CREBBP
HDAC2	RBL2
HDAC2	HIF1A
HDAC2	SOX4
HDAC2	BACH2
HDAC2	SMARCC1
HDAC2	HBP1
HDAC2	KAT2A
HDAC2	KLF9
HDAC2	SUZ12
HDAC2	RAD21
HDAC2	HMGN1
HDAC2	ATF2
HDAC2	RELA
HDAC2	EGR1
HDAC2	POU2F2
HDAC2	GLYR1
HDAC3	SREBF1
HDAC3	ELL2
HEY1	SREBF1
HEY1	KAT2A
HEY1	MAFG
HEY1	SREBF2
HEY1	CREBBP
HEY1	THAP11
HEY1	SMARCC1
HEY1	ZMIZ1
HEY1	ZNF217
HEY1	MBD3
HEY1	ELF1
HEY1	HCFC1
HEY1	HDAC2
HIF1A	PCGF2
HIF1A	KAT8
HIF1A	HNRNPL
HSF1	JUN
HSF1	EWSR1
HSF1	KAT2A
HSF1	CHD3
JUN	KLF9
JUN	BRD4
JUN	JUND
JUN	POU2F2
JUN	MAFF
JUN	SREBF2
JUN	JUN
JUN	PBX1
JUN	FOS
JUN	BRD2
JUN	SRF
JUN	BACH2
JUN	CREBBP
JUN	GLYR1
JUN	RBL2
JUN	ELL2
JUN	HDAC3
JUN	FOSL2
JUN	EPAS1
JUN	SMARCC1
JUN	NR1H3
JUN	RELA
JUN	XRN2
JUN	ZNF217
JUN	ZNF280D
JUN	SMAD3
JUN	MNT
JUN	CAMTA2
JUN	C17orf49
JUN	SREBF1
JUN	STAT3
JUN	ETV4
JUN	CBX4
JUN	MAFG
JUN	NCOR2
JUN	ELF1
JUN	BACH1
JUN	BCOR
JUN	ELK1
JUN	OGT
JUN	HCFC1
JUN	ZMIZ1
JUN	MXI1
JUN	MAFK
JUN	ZKSCAN1
JUN	HBP1
JUN	REPIN1
JUN	HEY1
JUN	KLF10
JUN	POLR3A
JUN	ETV1
JUN	ARRB1
JUN	ID3
JUN	ELK4
JUN	RB1
JUN	FOXK1
JUN	GLIS3
JUN	POLR2A
JUN	ZFHX3
JUN	RUNX1T1
JUN	CLOCK
JUN	E2F3
JUN	HDAC2
JUN	AHR
JUN	KDM5C
JUN	SOX4
JUN	MBD3
JUN	SMARCA4
JUN	XBP1
JUN	KAT8
JUN	TRIM28
JUN	HDAC1
JUN	EWSR1
JUN	RXRA
JUN	RCOR1
JUN	DDX5
JUN	SIRT6
JUN	HNRNPL
JUN	RAD21
JUN	NR2C2
JUN	ARNT
JUN	HIF1A
JUN	HMGN1
JUN	SUZ12
JUND	ELK4
JUND	RCOR1
JUND	HDAC3
JUND	XBP1
JUND	ELF1
JUND	ELL2
JUND	RBL2
JUND	NR1H3
JUND	MNT
JUND	CAMTA2
JUND	SREBF1
JUND	STAT3
JUND	ETV4
JUND	MAFG
JUND	BACH1
JUND	GLIS3
JUND	JUND
JUND	HNRNPL
JUND	HDAC1
JUND	PBX1
JUND	BCOR
JUND	ZNF217
JUND	MAFK
JUND	FOXK1
JUND	AHR
JUND	ZKSCAN1
JUND	HBP1
JUND	REPIN1
JUND	BRD2
JUND	BACH2
JUND	NCOR2
JUND	FOSL2
JUND	EPAS1
JUND	ZNF280D
JUND	SMAD3
JUND	KLF10
JUND	MAFF
JUND	ELK1
JUND	OGT
JUND	POLR3A
JUND	CBX4
JUND	KAT8
JUND	KLF9
JUND	JUN
JUND	MAZ
JUND	EWSR1
JUND	NR2F1
JUND	EGR1
JUND	POLR2A
JUND	DDX5
JUND	FOS
JUND	TRIM28
JUND	SOX4
JUND	NR2C2
JUND	POU2F2
JUND	RUNX1T1
JUND	CHD3
KLF10	NR1H3
KLF9	TP73-AS1
KLF9	ID3
KLF9	HDAC1
KLF9	JUN
KLF9	PBX1
KLF9	ELF1
KLF9	HIF1A
KLF9	FOS
KLF9	NCOR2
KLF9	ELL2
KLF9	HDAC3
KLF9	EBF1
KLF9	EWSR1
KLF9	MAFF
KLF9	SREBF2
KLF9	ZMIZ1
KLF9	MXI1
KLF9	CTBP2
KLF9	MBD3
KLF9	SIRT6
KLF9	SMARCA4
KLF9	BRD4
KLF9	JUND
KLF9	CEBPA
KLF9	HNRNPL
KLF9	POU2F2
KLF9	TRIM28
KLF9	FOSL2
KLF9	MTA3
KLF9	EPAS1
KLF9	BACH1
KLF9	SMAD3
KLF9	MNT
KLF9	CAMTA2
KLF9	C17orf49
KLF9	POLR2A
KLF9	CHD3
KLF9	SREBF1
KLF9	PCGF2
KLF9	KAT2A
KLF9	STAT3
KLF9	ETV4
KLF9	CBX4
KLF9	MAFG
KLF9	RAC3
KLF9	MBD2
KLF9	SMARCC1
KLF9	CLOCK
KLF9	HEY1
KLF9	RUNX1T1
KLF9	KLF10
KLF9	HSF1
KLF9	NR1H3
KLF9	RELA
KLF9	ARRB1
KLF9	MAFK
KLF9	FOXK1
KLF9	ETV1
KLF9	ZKSCAN1
KLF9	REPIN1
KLF9	BCOR
KLF9	MED12
KLF9	HCFC1
KLF9	KLF9
KLF9	PBX3
KLF9	BRD3
KLF9	RXRA
KLF9	SRF
KLF9	BACH2
KLF9	CREBBP
KLF9	GLYR1
KLF9	MAZ
KLF9	KAT8
KLF9	THAP11
KLF9	ZFHX3
KLF9	ZNF217
KMT2B	BACH2
KMT2B	RCOR1
KMT2B	ZMIZ1
KMT2B	BACH1
MAFF	STAT3
MAFF	MAFG
MAFF	FOS
MAFF	BACH2
MAFF	BCOR
MAFF	ZNF217
MAFF	EWSR1
MAFF	BACH1
MAFF	GLIS3
MAFF	TBL1XR1
MAFF	JUN
MAFF	FOXK1
MAFF	MNT
MAFF	MAFF
MAFG	MAFG
MAFK	GLIS3
MAFK	FOS
MAFK	BACH2
MAFK	BACH1
MAFK	ZNF217
MAFK	STAT3
MAFK	MAFG
MAFK	BCOR
MAFK	MAFF
MAFK	POU2F2
MAZ	MBD3
MAZ	SIRT6
MAZ	SMARCA4
MAZ	JUND
MAZ	KMT2B
MAZ	HNRNPL
MAZ	POU2F2
MAZ	TRIM28
MAZ	NCOR2
MAZ	SMAD4
MAZ	MBD2
MAZ	HDAC1
MAZ	JUN
MAZ	ARNT
MAZ	ELK4
MAZ	ZMIZ1
MAZ	MXI1
MAZ	ZNF280D
MAZ	SMAD3
MAZ	ZNF217
MAZ	MNT
MAZ	CAMTA2
MAZ	C17orf49
MAZ	POLR2A
MAZ	SREBF1
MAZ	ETV4
MAZ	DDX5
MAZ	CBX4
MAZ	NR2C2
MAZ	SREBF2
MAZ	NR2F1
MAZ	EGR1
MAZ	CREBBP
MAZ	MAZ
MAZ	KAT8
MAZ	THAP11
MAZ	FOSL2
MAZ	ATF2
MAZ	BACH1
MAZ	HMGN1
MAZ	HIF1A
MAZ	RCOR1
MAZ	E2F3
MAZ	BRD2
MAZ	SRF
MAZ	HDAC2
MAZ	ZFX
MAZ	HCFC1
MAZ	RELA
MAZ	CLOCK
MAZ	ELF1
MAZ	HEY1
MAZ	KLF10
MAZ	RAD21
MAZ	FOXK1
MAZ	AHR
MAZ	HBP1
MAZ	REPIN1
MAZ	PBX3
MAZ	EWSR1
MAZ	MAFF
MAZ	CHD3
MAZ	SUZ12
MAZ	PCGF2
MAZ	STAT3
MAZ	MAFG
MAZ	RAC3
MAZ	RB1
MAZ	BMI1
MAZ	CTBP2
MAZ	NR1H3
MAZ	ARRB1
MAZ	MAFK
MAZ	GLYR1
MAZ	ZFHX3
MAZ	PPARG
MAZ	SMARCC1
MAZ	TBL1XR1
MAZ	BCOR
MAZ	ELK1
MAZ	MED12
MAZ	OGT
MAZ	GLIS3
MAZ	KLF9
MAZ	BRD3
MAZ	RXRA
MAZ	CEBPD
MAZ	HSF1
MAZ	TP73-AS1
MAZ	ID3
MAZ	PBX1
MAZ	NIPBL
MAZ	ELL2
MAZ	HDAC3
MAZ	XRN2
MAZ	MTA3
MAZ	EPAS1
MAZ	BRD4
MAZ	CEBPA
MAZ	FOS
MAZ	RBL2
MAZ	XBP1
MAZ	EBF1
MAZ	ETV1
MAZ	ZKSCAN1
MAZ	KAT2A
MAZ	RUNX1T1
MAZ	POLR3A
MAZ	KDM5C
MAZ	BACH2
MAZ	SOX4
MAZ	AR
MBD3	FOS
MBD3	NCOR2
MBD3	ARRB1
MBD3	FOSL2
MBD3	MAFK
MBD3	ZMIZ1
MBD3	MNT
MBD3	CHD3
MBD3	CBX4
MBD3	ZNF217
MED12	MNT
MED12	CAMTA2
MED12	CHD3
MED12	SREBF1
MED12	PCGF2
MED12	KAT2A
MED12	ETV4
MED12	CBX4
MED12	MAFG
MED12	BCOR
MED12	HCFC1
MED12	MAFK
MED12	ZKSCAN1
MED12	REPIN1
MED12	CLOCK
MED12	NCOR2
MED12	FOSL2
MED12	EPAS1
MED12	ID3
MED12	HDAC1
MED12	JUN
MED12	ELK4
MED12	KLF9
MED12	PBX3
MED12	BRD3
MED12	RXRA
MED12	HSF1
MED12	FOS
MED12	RCOR1
MED12	SMARCC1
MED12	TBL1XR1
MED12	ZMIZ1
MED12	CTBP2
MED12	BRD2
MED12	SRF
MED12	ELF1
MED12	SMAD3
MED12	NR1H3
MED12	CREBBP
MED12	GLYR1
MED12	MAZ
MED12	KAT8
MED12	EGR1
MED12	HDAC3
MED12	MBD3
MED12	SMARCA4
MED12	JUND
MED12	CEBPA
MED12	HNRNPL
MED12	POU2F2
MED12	TRIM28
MED12	ZNF217
MED12	XBP1
MED12	EWSR1
MED12	MAFF
MED12	SREBF2
MNT	MXI1
MNT	MAFK
MNT	ETV1
MNT	REPIN1
MNT	MAZ
MNT	MNT
MNT	SREBF1
MNT	KAT2A
MNT	STAT3
MNT	MAFF
MTA3	XBP1
MTA3	BACH1
MTA3	ELF1
MTA3	RB1
MTA3	BRD2
MTA3	CAMTA2
MTA3	ID3
MTA3	ELK4
MTA3	RELA
MXI1	HIF1A
MXI1	EWSR1
MXI1	SREBF2
MXI1	KAT8
MXI1	THAP11
MXI1	JUN
MXI1	NR1H3
MXI1	MBD3
MXI1	BRD4
MXI1	JUND
MXI1	TRIM28
MXI1	KLF9
MXI1	SRF
MXI1	SMAD3
MXI1	HSF1
MXI1	FOSL2
MXI1	EPAS1
MXI1	POLR3A
MXI1	CTBP2
MXI1	MBD2
MXI1	EGR1
MXI1	HDAC3
MXI1	MNT
MXI1	CHD3
MXI1	SREBF1
MXI1	KAT2A
MXI1	STAT3
MXI1	MAFG
MXI1	RAC3
MXI1	BCOR
MXI1	HCFC1
MXI1	MAFK
MXI1	REPIN1
MXI1	ETV1
MXI1	ID3
MXI1	TP73-AS1
MXI1	ARRB1
NCOR2	MTA3
NCOR2	TBL1XR1
NCOR2	BACH2
NCOR2	ELF1
NCOR2	FOS
NCOR2	BACH1
NCOR2	ELK4
NCOR2	BRD2
NCOR2	JUND
NCOR2	RB1
NIPBL	KLF9
NIPBL	MAFK
NIPBL	ETV1
NIPBL	HBP1
NIPBL	REPIN1
NIPBL	JUND
NIPBL	BACH1
NIPBL	ELF1
NR1H3	SREBF1
NR2C2	SREBF1
NR5A2	NR2C2
NR5A2	RELA
OGT	KAT2A
OGT	JUND
PBX1	HNRNPL
PBX1	PBX1
PBX1	CAMTA2
PBX1	STAT3
PBX1	FOXK1
PBX1	REPIN1
PBX1	SMARCC1
PBX1	TBL1XR1
PBX1	EGR1
PBX1	EBF1
PBX1	GLYR1
PBX1	MAZ
PBX1	MBD2
PBX1	ID3
PBX1	HDAC1
PBX1	JUN
PBX1	ELK4
PBX1	ELF1
PBX1	RB1
PBX1	EPAS1
PBX1	MNT
PBX1	POLR2A
PBX1	CHD3
PBX1	SREBF1
PBX1	ETV4
PBX1	CBX4
PBX1	MAFG
PBX1	SMAD3
PBX1	NR1H3
PBX1	ARRB1
PBX1	HSF1
PBX1	SMARCA4
PBX1	JUND
PBX1	POU2F2
PBX1	TRIM28
PBX1	ZMIZ1
PBX1	CTBP2
PBX1	EWSR1
PBX1	SREBF2
PBX1	FOS
PBX1	RCOR1
PBX1	BCOR
PBX1	HCFC1
PBX1	KLF9
PBX1	BRD3
PBX1	E2F3
PBX1	BRD2
PBX1	BACH2
PBX1	HDAC2
PBX3	FOS
PBX3	RCOR1
PBX3	MAFK
PBX3	HBP1
PBX3	REPIN1
PBX3	ELF1
PBX3	GLYR1
PBX3	MAZ
PBX3	KAT8
PBX3	THAP11
PBX3	BACH1
PBX3	MNT
PBX3	POLR2A
PBX3	CHD3
PBX3	SREBF1
PBX3	PCGF2
PBX3	STAT3
PBX3	CBX4
PBX3	MAFG
PBX3	RAC3
PBX3	ZFX
PBX3	HCFC1
PBX3	ID3
PBX3	HDAC1
PBX3	JUN
PBX3	PBX1
PBX3	ELK4
PBX3	BRD2
PBX3	HDAC2
PBX3	SREBF2
PBX3	PBX3
PBX3	HEY1
PBX3	RAD21
PBX3	HSF1
PBX3	ZNF217
PBX3	MBD3
PBX3	SMARCA4
PBX3	BRD4
PBX3	JUND
PBX3	HNRNPL
PBX3	POU2F2
PBX3	TRIM28
PBX3	SMAD3
PBX3	ZMIZ1
PBX3	FOSL2
PBX3	EPAS1
PBX3	FOXK1
PBX3	ETV1
PBX3	POLR3A
PBX3	CTBP2
PBX3	KAT2A
PBX3	OGT
PBX3	BACH2
PBX3	GLIS3
PBX3	MAFF
POLR2A	CREBBP
POLR2A	GLYR1
POLR2A	MAZ
POLR2A	KAT8
POLR2A	THAP11
POLR2A	SMARCC1
POLR2A	MAFK
POLR2A	FOXK1
POLR2A	REPIN1
POLR2A	MBD3
POLR2A	SMARCA4
POLR2A	BRD4
POLR2A	JUND
POLR2A	KMT2B
POLR2A	HNRNPL
POLR2A	POU2F2
POLR2A	TRIM28
POLR2A	FOS
POLR2A	MNT
POLR2A	CAMTA2
POLR2A	C17orf49
POLR2A	POLR2A
POLR2A	CHD3
POLR2A	SREBF1
POLR2A	PCGF2
POLR2A	KAT2A
POLR2A	STAT3
POLR2A	ETV4
POLR2A	CBX4
POLR2A	MAFG
POLR2A	SRF
POLR2A	ID3
POLR2A	HDAC1
POLR2A	JUN
POLR2A	ELK4
POLR2A	SMAD3
POLR2A	ZMIZ1
POLR2A	ZNF217
POLR2A	HMGN1
POLR2A	MAFF
POLR2A	SREBF2
POLR2A	HDAC3
POLR2A	NR1H3
POLR2A	RELA
POLR2A	ARRB1
POLR2A	BCOR
POLR2A	HCFC1
POLR2A	MBD2
POLR2A	KLF10
POLR2A	HSF1
POLR2A	NCOR2
POLR2A	KLF9
POLR2A	PBX3
POLR2A	BRD3
POLR2A	RXRA
POLR3A	ELF1
POLR3A	HSF1
POU2F2	SREBF2
POU2F2	JUND
POU2F2	BCOR
POU2F2	ELF1
POU2F2	POLR2A
POU2F2	MTA3
POU2F2	ZFHX3
POU2F2	BRD2
POU2F2	ZNF217
POU2F2	SMAD3
POU2F2	NR2C2
POU2F2	PBX3
POU2F2	HDAC3
POU2F2	EBF1
POU2F2	ZFX
PPARG	NR1H3
PPARG	EPAS1
PPARG	PBX1
PPARG	SMARCC1
PPARG	FOS
PPARG	RCOR1
PPARG	KLF9
PPARG	FOSL2
PPARG	FOXK1
PPARG	POLR3A
PPARG	ID3
PPARG	JUN
PPARG	ZNF217
PPARG	PPARGC1A
PPARG	POLR2A
PPARG	CHD3
PPARG	STAT3
PPARG	RAC3
PPARG	KMT2B
PPARG	HNRNPL
PPARG	MAFF
PPARG	ZMIZ1
PPARGC1A	KAT2A
PPARGC1A	ETV4
RAC3	ARRB1
RAD21	BRD2
RAD21	EPAS1
RAD21	C17orf49
RAD21	JUND
RAD21	POU2F2
RAD21	ARRB1
RAD21	ZMIZ1
RAD21	ELK4
RAD21	CLOCK
RAD21	MXI1
RAD21	NCOR2
RAD21	NR1H3
RAD21	HDAC1
RAD21	JUN
RAD21	CREBBP
RAD21	BACH1
RAD21	ELL2
RAD21	MBD3
RAD21	MBD2
RAD21	CAMTA2
RAD21	POLR2A
RAD21	STAT3
RAD21	RCOR1
RAD21	ETV4
RAD21	RAC3
RAD21	MAFK
RAD21	FOXK1
RAD21	REPIN1
RAD21	RXRA
RAD21	POLR3A
RAD21	EGR1
RAD21	ZNF217
RAD21	BRD3
RAD21	SOX4
RAD21	KAT8
RAD21	THAP11
RAD21	ZFHX3
RB1	POLR2A
RB1	KLF9
RB1	SREBF2
RBL2	MAFG
RBL2	ID3
RBL2	KAT8
RBL2	FOS
RBL2	JUND
RCOR1	ZMIZ1
RCOR1	JUND
RELA	PCGF2
REPIN1	FOSL2
REPIN1	ELK4
REPIN1	MAFK
REPIN1	REPIN1
REPIN1	NR1H3
REPIN1	BACH2
REPIN1	MBD2
REPIN1	SREBF2
REPIN1	BACH1
REPIN1	CHD3
REPIN1	PCGF2
REPIN1	ELF1
RUNX1T1	MAFK
RUNX1T1	KLF10
RUNX1T1	BCOR
RUNX1T1	KDM5C
RUNX1T1	HCFC1
RUNX1T1	FOSL2
RUNX1T1	ZMIZ1
RUNX1T1	MXI1
RUNX1T1	CTBP2
RUNX1T1	EWSR1
RUNX1T1	FOS
RUNX1T1	RCOR1
RUNX1T1	ID3
RUNX1T1	HDAC1
RUNX1T1	JUND
RUNX1T1	POU2F2
RUNX1T1	BRD2
RUNX1T1	REPIN1
RUNX1T1	NR1H3
RUNX1T1	RELA
RUNX1T1	GLYR1
RUNX1T1	KAT8
RUNX1T1	MNT
RUNX1T1	CAMTA2
RUNX1T1	ETV4
RUNX1T1	CBX4
RUNX1T1	MAFG
RUNX1T1	ARRB1
RUNX1T1	RB1
RUNX1T1	KAT2A
RUNX1T1	MTA3
RUNX1T1	KLF9
RUNX1T1	RXRA
RUNX1T1	XBP1
RUNX1T1	THAP11
RUNX1T1	ZNF280D
RUNX1T1	MED12
RUNX1T1	FOXK1
RXRA	STAT3
RXRA	MAFG
RXRA	ZNF217
RXRA	ZMIZ1
RXRA	EPAS1
RXRA	JUND
RXRA	HNRNPL
RXRG	ARRB1
RXRG	ZMIZ1
RXRG	SREBF1
RXRG	HDAC2
RXRG	ID3
RXRG	HDAC1
RXRG	NR2C2
RXRG	BACH1
RXRG	REPIN1
RXRG	SMAD3
RXRG	EGR1
RXRG	HDAC3
RXRG	POU2F2
RXRG	FOSL2
RXRG	CBX4
SMAD3	NCOR2
SMAD3	BCOR
SMAD3	MAFK
SMAD3	HNRNPL
SMAD3	BACH1
SMAD3	GLIS3
SMAD3	BACH2
SMAD3	FOXK1
SMAD3	NR1H3
SMARCA4	MED12
SMARCA4	ZNF217
SMARCA4	MAFG
SMARCA4	CREBBP
SMARCA4	GLYR1
SMARCA4	KAT8
SMARCA4	EGR1
SMARCA4	EPAS1
SMARCA4	FOXK1
SMARCA4	REPIN1
SMARCA4	SIRT6
SMARCA4	BRD4
SMARCA4	JUND
SMARCA4	MNT
SMARCA4	KAT2A
SMARCA4	CBX4
SMARCA4	RAC3
SMARCA4	RELA
SMARCA4	HSF1
SMARCA4	HDAC1
SMARCA4	JUN
SMARCA4	ZKSCAN1
SMARCC1	RCOR1
SMARCC1	CAMTA2
SMARCC1	MAFG
SMARCC1	ZNF217
SMARCC1	ZNF280D
SMARCC1	MAFK
SMARCC1	REPIN1
SMARCC1	BRD4
SMARCC1	BCOR
SMARCC1	BACH1
SMARCC1	BACH2
SMARCC1	SIRT6
SMARCC1	HNRNPL
SMARCC1	FOXK1
SMARCC1	ELF1
SMARCC1	PBX3
SREBF1	HNRNPL
SREBF1	SREBF1
SREBF1	REPIN1
SREBF1	HDAC1
SREBF1	THAP11
SREBF2	SREBF1
SREBF2	HNRNPL
SRF	ELK4
SRF	FOS
SRF	SRF
SRF	CLOCK
SRF	ELL2
SRF	EGR1
SRF	HDAC3
SRF	ZMIZ1
SRF	MNT
SRF	KAT8
SRF	HNRNPL
SRF	POU2F2
SRF	JUND
SRF	BACH1
SRF	POLR3A
SRF	ARRB1
SRF	ZKSCAN1
SRF	MAZ
SRF	RCOR1
SRF	ZNF217
SRF	BRD3
SRF	BRD2
SRF	POLR2A
SRF	SREBF1
SRF	STAT3
SRF	TRIM28
SRF	NR1H3
SRF	MAFK
SRF	ETV4
SRF	HMGN1
SRF	XBP1
SRF	CTBP2
SRF	REPIN1
SRF	HDAC1
SRF	CREBBP
STAT3	STAT3
SUZ12	ZFHX3
TBL1XR1	BCOR
TBL1XR1	SREBF1
TBL1XR1	STAT3
TBL1XR1	CBX4
TBL1XR1	SREBF2
TBL1XR1	ID3
TBL1XR1	FOS
TBL1XR1	ELF1
TBL1XR1	JUND
THAP11	THAP11
THAP11	RBL2
THAP11	KMT2B
THAP11	KAT2A
THAP11	RAC3
THAP11	KAT8
XBP1	MNT
XBP1	KLF10
XBP1	HIF1A
XRN2	ID3
XRN2	JUN
ZFX	SMAD3
ZFX	MAZ
ZFX	BACH2
ZFX	MAFF
ZFX	HDAC1
ZFX	ELK4
ZFX	REPIN1
ZFX	JUND
ZFX	RXRA
ZFX	RELA
ZFX	NCOR2
ZFX	SREBF1
ZFX	ETV4
ZKSCAN1	SMARCA4
ZKSCAN1	ETV4
ZKSCAN1	PBX1
ZKSCAN1	THAP11
ZKSCAN1	EWSR1
ZMIZ1	ELF1
ZMIZ1	MAFG
ZNF217	RBL2
ZNF217	HNRNPL
ZNF217	ELF1
AHR	NFE2L2
AR	NFE2L2
AR	KAT2B
ARNT	KAT2B
ARNTL	KLF9
BACH2	NFE2L2
BCOR	ARNTL
BCOR	KAT2B
BCOR	NFE2L2
BCOR	ATF5
BMI1	ATF5
BRD4	ARNTL
BRD4	NFE2L2
BRD4	KAT2B
BRD4	HSF2
BRD4	ATF5
CEBPA	NFE2L2
CEBPA	KAT2B
CEBPD	NFE2L2
CREBBP	NFE2L2
CREBBP	KAT2B
CREBBP	ATF5
EBF1	NFE2L2
EBF1	ARNTL
EBF1	ATF5
EBF1	KAT2B
ETV1	KAT2B
ETV1	ARNTL
FOS	HSF2
FOS	ARNTL
FOS	ATF5
FOS	KAT2B
FOXA1	ARNTL
FOXA1	NFE2L2
FOXA1	KAT2B
FOXA1	ATF5
HDAC2	NFE2L2
HDAC2	KAT2B
HDAC2	ARNTL
HSF2	JUND
JUND	ATF5
JUND	NFE2L2
KLF9	ATF5
KLF9	KAT2B
KLF9	ARNTL
KLF9	HSF2
MAFF	NFE2L2
MAFK	NFE2L2
MAZ	ATF5
MAZ	KAT2B
MAZ	NFE2L2
MAZ	ARNTL
MAZ	HSF2
MED12	NFE2L2
MNT	NFE2L2
MNT	HSF2
NFE2L2	MAFG
PBX1	ATF5
POLR2A	ATF5
POU2F2	HSF2
PPARG	NFE2L2
RAD21	NFE2L2
RAD21	KAT2B
REPIN1	KAT2B
RUNX1T1	NFE2L2
RUNX1T1	KAT2B
RUNX1T1	ATF5
RXRG	NFE2L2
TBL1XR1	NFE2L2
BRD2	KAT2B
BRD2	ATF5
BRD2	NFE2L2
HDAC1	KAT2B
HDAC1	ARNTL
HDAC1	ATF5
HDAC1	NFE2L2
HDAC1	HSF2
JUN	KAT2B
JUN	NFE2L2
JUN	ATF5
JUN	ARNTL
