source	RNAseq_Rif_The_DEgene	RNAseq_Rif_Tox_DEgene	RNAseq_DEgene_toProtein_Rif_The	RNAseq_DEgene_toProtein_Rif_Tox	traceback_across_TFs	existed_across_TFs	traceback_TFs_RNAseq_Rif_The_DEgene	traceback_TFs_RNAseq_Rif_Tox_DEgene	traceback_TFs_RNAseq_DEgene_toProtein_Rif_The	traceback_TFs_RNAseq_DEgene_toProtein_Rif_Tox
DENND2A	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TMEM47	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
CASK	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SLC16A2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ZMYM3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
NONO	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
CCDC120	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
EBP	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
OGT	TRUE	NA	NA	NA	NA	NA	TRUE	TRUE	TRUE	TRUE
DIAPH2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
FRMPD3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
IGSF1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ARHGAP36	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
NSDHL	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA
ZNF185	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
RPL10	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
ATP6V1B2	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
CCDC25	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CHRNA6	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
DOCK5	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERLIN2	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
GOLGA7	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
NSD3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
LACTB2	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
RPL7	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
SYBU	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
DPYS	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
MTDH	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
POLR2K	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
EIF3H	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
NDUFB9	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ARHGAP39	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
AK3	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
NFIB	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PLIN2	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
CDKN2B	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ZCCHC7	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
SIGMAR1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
NTRK2	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
SHC3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ZNF462	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
SNX30	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
STOM	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
ASTN2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
GTF3C5	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASB6	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
NTMT1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC25A25	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SH3GLB2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MIGA2	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
GPR107	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
INPP5E	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
SEC16A	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
DPH7	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
CACNA1B	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
FAM171A1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
RSU1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
FAM13C	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
A1CF	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA
POLR3A	TRUE	TRUE	NA	NA	NA	NA	TRUE	TRUE	TRUE	TRUE
ADIRF	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
GLUD1	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
ANKRD1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
INA	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
GSTO1	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
PPRC1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CNNM2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ADAM12	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
LIN7C	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
LRRC4C	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAA4	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
HSD17B12	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
DGKZ	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
GLYAT	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
SERPING1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SSRP1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SLC43A1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
C11orf49	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ENDOD1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
TENM4	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SERPINH1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PAK1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
NCAM1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
DRD2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
AASDHPPT	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
FADS1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
EI24	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
FEZ1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
TMEM25	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TAGLN	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
DUSP15	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
COMMD7	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SOGA1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
LSM14B	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
YTHDF1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
CABLES2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SLC22A9	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
FAU	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA
TM7SF2	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
TLCD3B	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TAOK2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ITGB1	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
CDH8	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TMCO3	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAP18	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ADGRL3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MIA2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
HNMT	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
LYPD1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
GPM6A	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PRSS23	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MTMR12	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
FOXO1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
SEC24D	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ABCB9	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
UBC	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
KCNA6	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
THRB	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
BTBD11	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ANK3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PLBD2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SLC2A13	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
TWF1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
DIP2C	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
EIF4E	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM177A1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
EXT2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
THRSP	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
FRMD4A	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PTPRO	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
EPS8	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPS26B	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
VTI1A	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
QDPR	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
ZNF827	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
AKR1C2	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
DPYSL4	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MFSD6	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
RNF144A	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TMEM45B	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
WWC2	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACSL1	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
SLC25A4	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TDO2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
BAG3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TMEM132D	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
TLCD4	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASTN1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
FAM168B	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MGAT5	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TMEM163	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SETBP1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
EPG5	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
ATP5F1A	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
PDK1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
PDE3B	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TGOLN2	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
UHMK1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SPOCK1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
NMT2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ZSCAN1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
CCDC50	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TRIM36	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
NADK2	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
SAR1B	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
GPR180	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
HHEX	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
RAB3C	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PLOD2	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
LGI2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MR1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
CARHSP1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TXNDC11	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
DAB2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ANAPC1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CAST	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
HNRNPU	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
RANBP2	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
NR4A2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SCN3A	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CYRIB	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ASAP1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRAPPC8	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
UBALD1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBXL2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CNKSR3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CMIP	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PID1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
KCTD15	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
DDAH1	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
DGKE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
HS2ST1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MSI2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CACNA2D1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
THY1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
JPH3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TOMM70	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
ABCA6	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ABCA5	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
UCHL1	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
DISP1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
FAM167A	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
OBSCN	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TRIM11	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
ATP5MC3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MAGED4	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
SORBS2	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
RABGEF1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
FLCN	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PPP4R1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
APCDD1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
RAB6B	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
EPHB1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
APOOL	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBXL18	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CNTNAP5	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
KLF10	TRUE	TRUE	NA	NA	NA	NA	TRUE	TRUE	TRUE	TRUE
PTPRN2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ATP6V1C1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
GTF3C6	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
PI4K2A	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MARVELD1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ZFYVE27	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
GOLGA7B	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
HSPA13	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
USP25	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
RHOC	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
DBI	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA
LARP1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
GRIA1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
NUP205	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZKSCAN2	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
PIK3AP1	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA
PDIA4	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
FMN2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
LSM11	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
RRAGA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADCY8	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
AFF2	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
KIF5A	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PSD3	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
GNAQ	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
UGT2B4	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
KCNMA1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
DRAM2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ADAMTSL3	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
RWDD2B	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
BACH1	TRUE	NA	NA	NA	NA	NA	TRUE	TRUE	TRUE	TRUE
TSPAN7	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TIAM1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SCAF4	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDK20	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SORCS3	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
FUT6	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SH3RF2	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
PPP2R2B	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
RPL30	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
SUPV3L1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
PABIR2	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
EEF1A1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
HK1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CD109	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
LRFN2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
UBE2L6	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ZFAND3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
RAB11FIP1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
UNC5D	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
AIFM1	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
ZNF689	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBRS	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
FRRS1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
LHFPL4	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
EIF4A2	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
SST	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
NMNAT2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
FCHO2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
C8A	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SYN2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CPT2	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
LRP8	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SSBP3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CLDN12	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MMP14	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
FZD1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SUSD3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MYO1E	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
APPL1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
KCNJ6	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TSPAN18	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CREB3L1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TAB3	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
PALM2AKAP2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ZNF618	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
UBN2	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
FMNL2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
GAREM2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SPPL3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
DPYSL5	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SKI	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
AGAP1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PAFAH2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
HPD	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
RHPN1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TPRG1L	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
CNNM4	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
EYA3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MRAS	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CLSTN2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
GPR153	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
GPRASP2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
AUTS2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CNOT11	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
KCNB1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
B4GALT5	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SPATA2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ZFAND2B	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
GDPD5	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
DYNC1I1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TAGLN2	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
ELK4	TRUE	TRUE	NA	NA	NA	NA	TRUE	TRUE	TRUE	TRUE
NBL1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
F11R	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SPATA2L	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
DEDD	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ZNF276	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
DMTN	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
NDUFS2	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
APOA2	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
CCAR2	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
CACHD1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CDC42SE2	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBXW5	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
MRPL10	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SON	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SV2A	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
LAD1	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
STC1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TNNI1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
RCAN1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
UBE2Z	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
IGF2BP1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
CBR1	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
MORC3	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
SCUBE1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
