source	RNAseq_Rif_The_DEgene	RNAseq_Rif_Tox_DEgene	RNAseq_DEgene_toProtein_Rif_The	RNAseq_DEgene_toProtein_Rif_Tox	traceback_across_TFs	existed_across_TFs	traceback_TFs_RNAseq_Rif_The_DEgene	traceback_TFs_RNAseq_Rif_Tox_DEgene	traceback_TFs_RNAseq_DEgene_toProtein_Rif_The	traceback_TFs_RNAseq_DEgene_toProtein_Rif_Tox
RAB22A	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
STAU1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
STX16	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
PMEPA1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
BCAS4	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PCK1	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
PEPD	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
CHST8	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
IQSEC2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
STAMBP	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
NAGK	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
USP22	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
USP9X	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
GRM4	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRERF1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
WRNIP1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SLC17A3	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
TBCC	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDKN1A	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
SOX4	TRUE	TRUE	NA	NA	NA	NA	TRUE	TRUE	NA	NA
GLO1	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
AHNAK	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
EMC3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CNOT1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MT1G	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MT2A	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TMTC4	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
EFNB2	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
TM9SF2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TMEM255A	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
GGA3	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
NUP85	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
MIF4GD	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSTO1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTF3C4	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
MBOAT7	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SLC2A4RG	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
PPDPF	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PLGLB2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PSD4	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
GTF2F1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ALKBH7	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
RPL23	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
GPR108	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
FOSB	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
RTN2	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
GPCPD1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
NAPB	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
CENPB	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
DTD1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
TMX4	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
STK35	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SNRPB	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
NRSN2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
BMP2	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
FLRT3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PCSK2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MMP24	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
NECAB3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ID1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
RALY	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PLAGL2	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
MMP24OS	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
KDM5C	TRUE	TRUE	NA	NA	NA	NA	TRUE	TRUE	TRUE	TRUE
AMOT	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TMEM115	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
PSMB2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
HECTD3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
KLC1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MCF2L	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
LRFN3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
RBM42	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
UBA2	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
FRMD8	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
PRDX5	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
PRMT1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SCAF1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PRR12	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
FLRT1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ASL	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
BECN1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
AHDC1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ELK1	TRUE	NA	NA	NA	NA	NA	TRUE	TRUE	TRUE	TRUE
PCNX4	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
KTN1	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
MAP2K2	TRUE	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA
HNRNPH2	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
ARMCX1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
TMEM35A	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
HIVEP3	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABHD8	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MASP1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
RAP1B	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
DYRK2	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
IDUA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
PIN1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
UBR4	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
HP1BP3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SIN3B	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SLC35E1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
EPS15L1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
SYNGR3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
WDR24	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBXL16	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SMARCA4	TRUE	TRUE	NA	NA	NA	NA	TRUE	TRUE	TRUE	TRUE
EMC6	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
TUBA4A	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
VIL1	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
TNFRSF19	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
ECHS1	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
AKAP9	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
STYXL1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
LRFN1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ZFP36	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SRD5A3	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
TUBGCP6	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
DGCR6L	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASPHD2	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
YWHAH	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
GNAZ	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MGAT3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ATF4	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MPST	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
TST	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
APOL2	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
KRT17	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
EMC4	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SPECC1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
ATP6V1F	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
VGF	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
LRRC4	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
CALU	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
MYO1B	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
CHN1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
HERC2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SNRPN	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
EIF2AK4	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TMOD2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TTBK2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CCDC32	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
INO80	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHAC1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
LOXL1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PALLD	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
KCNC1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TPH1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
DCTD	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CD68	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ATP1B2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CCNT1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
ILF3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SLC44A2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CDKN2D	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MTUS1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
PARP2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
FOXA1	TRUE	TRUE	NA	NA	NA	NA	TRUE	TRUE	TRUE	TRUE
RNASE1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDO1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
REEP5	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ITFG1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
FGF13	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MAU2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SHC2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PLPPR3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ABHD17A	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
LBP	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA
SYT5	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CBFA2T3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
GAMT	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
FAM155B	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SAT1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ECSIT	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ANGPTL8	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
NECTIN2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
APOE	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
TOMM40	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
APOC1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
DPP6	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
FAM98C	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
RPL36	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
GDF1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
NCAN	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
KIF1A	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
GTPBP3	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
NSUN5	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
TULP4	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MLLT1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ARPC1B	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
FCHO1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
UNC13A	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MAP1S	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PXDN	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
IQCN	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
JUND	TRUE	TRUE	NA	NA	NA	NA	TRUE	TRUE	TRUE	TRUE
SULT4A1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
OLFM1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CAMSAP1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZBTB46	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
HELZ2	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMD10	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
COL5A1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CALY	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CYP2E1	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
LAMA5	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADRM1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ASS1	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
CHMP2A	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TRIM28	TRUE	TRUE	NA	NA	NA	NA	TRUE	TRUE	TRUE	TRUE
EIF2S3	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
ZC3H4	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
MAP3K10	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
LRRC47	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
CLIP1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
HIP1R	TRUE	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA
SLC6A8	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PNCK	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ZNF331	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
LRP3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
NOL11	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
UBE4B	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SLC35D2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
UBA1	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
RGN	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
RBM39	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
GGT7	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ACSS2	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
C1QL1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ATP6V1E1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ZNF428	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
GSE1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CHMP1A	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
COX7B	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
F12	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PRR7	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SH3BP5	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
RBSN	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
KCNC3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
LRRC4B	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PDLIM4	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
RPL27	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
ACLY	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
G6PC1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
DIAPH1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
NDFIP1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
EXOC4	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ACAP3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TRAF7	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
NINJ1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
NPHP4	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
MAP1B	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
IL13RA1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
WDR44	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
STARD3	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
PEX11B	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
FMO5	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
PIAS3	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
PDHA1	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA
RAI2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MCCC2	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
NR0B2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
C19orf12	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
DNAJB1	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
LRRC41	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
DHX30	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
RAF1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
PPARG	TRUE	TRUE	NA	NA	NA	NA	TRUE	TRUE	TRUE	TRUE
NUP210	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ARFIP2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
EFR3A	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
IMMT	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
MRPL35	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
ILKAP	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTPRE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
RAP1GAP2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CLUH	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
RPA1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
TBC1D14	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
GRSF1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
H3-3B	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
UNK	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
KDM6B	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
DLG4	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
REEP2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PRMT7	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
VPS4A	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
MTSS2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SNAP25	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
BTBD3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
NES	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
CRP	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
APCS	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
SYT11	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
RBM38	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
VSTM2L	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SERINC3	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
BHMT2	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
AP3B1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
PATJ	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
ANGPTL3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SYT4	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
FBXO44	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
DCTN4	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
ATP8A2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MTUS2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
WASF3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CHI3L1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PIK3C2B	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
DSTYK	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
TMCC2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
DCLK1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
POSTN	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TPT1	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
BEX2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
RNF128	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
BEX1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
EPHB2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SRRM1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
BTBD2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
HSPBP1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CNDP2	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
WDR74	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
RTN3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MED10	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
LARGE1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ADCK2	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
MKRN1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
AGAP3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
KRBA1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
BTG1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ATP13A3	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
TMTC1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
LARS1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SBF2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
HSD17B4	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
SARAF	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
DUSP26	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MEN1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
NUMB	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TTC9	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ELP3	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
MBD2	TRUE	TRUE	NA	NA	NA	NA	TRUE	TRUE	TRUE	TRUE
VHL	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ARL8B	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
EDEM1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CHL1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
GSTM3	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
