Row Names	20180205_04_S171849_1186	20180205_23_S171850_1187	20180205_25_S171851_1188	20180205_07_S171854_1191	20180205_08_S171853_1190	20180205_32_S171852_1189	20180205_03_S171856_1193	20180205_39_S171857_1194	20180205_49_S171855_1192	20180205_43_S171859_1196	20180205_45_S171858_1195	20180205_53_S171860_1197	20180205_28_S171862_1199	20180205_29_S171861_1198	20180205_37_S171863_1200	20180205_09_S171864_1201	20180205_13_S171865_1202	20180205_15_S171866_1203	20180205_16_S171868_1205	20180205_55_S171869_1206	20180205_57_S171867_1204	20180205_41_S171872_1209	20180205_48_S171870_1207	20180205_56_S171871_1208	20180205_12_S171875_1212	20180205_20_S171873_1210	20180205_35_S171874_1211	20180205_05_S171878_1215	20180205_27_S171876_1213	20180205_47_S171877_1214	20180205_17_S171881_1218	20180205_24_S171880_1217	20180205_36_S171879_1216	20180205_11_S171884_1221	20180205_21_S171883_1220	20180205_52_S171882_1219	20180205_19_S171885_1222	20180205_40_S171887_1224	20180205_44_S171886_1223	20180205_31_S171889_1226	20180205_33_S171888_1225	20180205_51_S171890_1227
sp|Q9Y6V0|PCLO_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.517818	10.4528265	12.65847	NaN	NaN	NaN
sp|Q9Y6W5|WASF2_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.18057	8.962458	7.154133	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|Q9Y224|CN166_HUMAN	10.5734215	9.547241	10.003822	11.68914	11.607112	12.794015	9.902067	10.548424	10.795496	14.138299	12.445343	14.382611	NaN	NaN	NaN	10.244807	10.422911	9.641763	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.265396	10.964588	11.642315	NaN	NaN	NaN	10.3053875	9.4137335	9.472686	NaN	NaN	NaN	NaN	NaN	NaN
sp|Q9Y230|RUVB2_HUMAN	12.026882	11.946651	11.7340555	11.819265	11.773256	11.122888	11.412758	11.732813	11.643404	12.129972	11.498504	11.867064	11.869789	11.475238	11.603341	10.590081	10.871819	10.187363	NaN	NaN	NaN	10.792313	10.994432	10.272364	10.4919	11.436497	11.705405	8.620914	9.83834	10.271545	10.229884	10.904668	11.543712	2.744684	11.625011	11.988105	NaN	NaN	NaN	11.605151	11.171652	11.002157
sp|Q9Y237|PIN4_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.985107	9.577235	9.161911	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|Q9Y262|EIF3L_HUMAN	8.880493	10.465423	10.151372	9.302776	10.031715	10.316052	8.706111	10.0004	10.463182	9.902322	9.37541	8.896519	11.113271	8.5938015	9.423687	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|Q9Y265|RUVB1_HUMAN	9.86758	11.638415	11.586508	NaN	NaN	NaN	10.477047	11.646196	11.450671	11.422515	10.657904	11.2270775	11.852535	11.992228	12.121238	NaN	NaN	NaN	7.8738914	10.710364	9.864712	NaN	NaN	NaN	6.0574746	10.913646	10.985185	NaN	NaN	NaN	NaN	NaN	NaN	11.0410595	11.473722	12.305541	NaN	NaN	NaN	NaN	NaN	NaN
sp|Q9Y266|NUDC_HUMAN	11.864343	14.560684	13.9357195	13.607566	13.544911	13.336549	12.87887	14.395739	14.486931	14.073387	13.359112	13.799455	13.432871	13.066301	13.1239605	11.571607	11.96199	11.550738	12.1387415	12.479061	11.806829	12.16029	11.990856	11.859445	12.3649235	13.709472	13.201596	12.327326	13.679364	13.8394375	12.516955	13.468677	13.794974	11.985562	11.737516	11.77099	12.019866	12.248732	12.780423	12.974376	12.346065	11.873243
sp|Q9Y277|VDAC3_HUMAN	13.357739	13.759638	13.223707	12.929116	13.038481	14.426414	13.161368	14.0750265	14.609256	14.595633	14.104785	14.526193	14.031448	14.356477	14.951121	13.30541	13.58542	12.877196	12.694966	13.820172	12.9798355	12.547122	12.514542	12.6149025	13.194499	14.194889	14.245821	12.767627	14.256483	14.74889	13.123998	13.083391	13.060403	13.078925	14.334087	14.379472	13.351307	12.513462	13.923588	14.193027	14.291243	13.857275
sp|Q9Y281|COF2_HUMAN	11.313284	2.0372863	-1.724121	10.955366	11.333046	12.220998	NaN	NaN	NaN	11.77191	11.167519	11.216422	12.324922	12.269682	12.683057	NaN	NaN	NaN	7.373571	13.120483	12.296897	12.3024025	11.898402	11.854763	10.872979	11.965033	11.790733	13.540508	13.978566	13.819808	9.254523	10.54994	11.082888	13.507094	13.79388	14.0309515	NaN	NaN	NaN	13.937929	13.689112	13.444952
sp|Q9Y285|SYFA_HUMAN	9.897702	11.122715	10.432629	NaN	NaN	NaN	NaN	NaN	NaN	11.639138	11.628596	11.483675	11.518395	11.159496	11.361012	8.82124	9.21217	8.349169	NaN	NaN	NaN	NaN	NaN	NaN	9.802949	10.3164015	10.53736	NaN	NaN	NaN	NaN	NaN	NaN	9.892607	11.047458	11.428146	9.802771	9.432904	10.114756	NaN	NaN	NaN
sp|Q9Y295|DRG1_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	8.498106	10.878803	10.827055	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.567438	10.043096	10.024961	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|Q9Y303|NAGA_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.436443	8.483084	8.297087	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|Q9Y305|ACOT9_HUMAN	NaN	NaN	NaN	7.701798	8.164664	11.826335	4.1807	10.961719	11.130476	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.642123	10.727685	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|Q9Y316|MEMO1_HUMAN	NaN	10.694112	10.306482	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.636327	10.604442	10.059876	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|Q9Y365|PCTL_HUMAN	12.030933	12.196065	11.814233	12.44298	12.714807	11.757073	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.777746	11.362756	6.6882033	11.226115	11.6741905	12.304009	12.948999	13.109118	13.34818	NaN	NaN	NaN	13.611852	12.179203	13.487182	NaN	NaN	NaN
sp|Q9Y371|SHLB1_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	8.570304	9.594689	9.926056	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|Q9Y376|CAB39_HUMAN	8.714086	9.026106	8.815377	10.136274	9.594486	9.420537	NaN	NaN	NaN	10.287213	9.768418	9.818029	9.34438	9.812346	10.358938	NaN	NaN	NaN	6.1802454	8.034395	8.492459	NaN	NaN	NaN	8.475939	10.6821165	9.511738	9.342813	9.388221	9.590422	NaN	NaN	NaN	NaN	NaN	NaN	7.9374027	9.911697	8.8680315	NaN	NaN	NaN
sp|Q9Y383|LC7L2_HUMAN	11.188289	11.166356	10.617678	NaN	NaN	NaN	10.280536	11.324032	10.5622835	NaN	NaN	NaN	10.77438	10.201318	10.192651	NaN	NaN	NaN	10.533111	10.591477	10.0000105	NaN	NaN	NaN	11.461097	10.59896	10.279684	10.2355585	11.23648	11.159771	10.293826	10.688023	10.681767	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|Q9Y394|DHRS7_HUMAN	NaN	NaN	NaN	12.096476	12.54563	12.859417	11.926858	12.37608	12.29855	12.609477	12.519919	12.243666	12.842878	12.10439	12.810061	NaN	NaN	NaN	12.635	4.493864	NaN	12.050572	11.835734	12.081692	12.2672615	11.777457	11.79955	11.4150715	9.7759285	9.515466	12.118433	12.326703	13.142724	12.711808	13.242432	12.6740675	10.026505	11.793849	10.383463	12.256716	12.367181	11.753665
sp|Q9Y446|PKP3_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.1058626	6.627688	10.591319	NaN	NaN	NaN	NaN	NaN	NaN
sp|Q9Y490|TLN1_HUMAN	13.520685	14.219938	14.066826	13.365838	13.612157	14.153821	12.4637	13.344565	13.914954	14.451649	13.716645	13.845866	13.677385	13.518537	14.105415	12.782394	13.138421	12.403217	12.054157	12.810871	11.899271	13.262305	13.187862	12.968858	12.948694	13.731349	13.415091	13.197054	13.868477	14.275933	13.493256	13.700531	14.102492	12.812108	13.379647	13.651958	12.746704	12.788514	12.891552	13.657753	12.907689	12.80981
sp|Q9Y608|LRRF2_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	8.683646	NaN	NaN	NaN	NaN	NaN	8.949893	8.597295	8.673252	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.813516	NaN	NaN	8.655746	8.627228	9.027177	NaN	NaN	NaN	NaN	8.51539	8.743532	8.994098	9.061816	8.545037	8.779592	9.136579	9.021945
sp|Q9Y617|SERC_HUMAN	11.446365	13.443053	13.253509	13.243659	13.154253	12.930763	13.3598175	13.438561	13.599328	14.275748	13.772794	13.877866	14.721729	14.041059	14.4402075	14.627037	14.674733	14.378461	14.735838	15.294032	14.402524	14.859793	15.073369	14.926182	12.466722	13.131489	13.340162	12.99276	13.178978	13.71544	13.484692	13.688898	13.946713	13.85682	14.299682	14.529753	14.523911	14.028319	14.720154	15.421815	14.844988	14.580174
sp|Q9Y620|RA54B_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.199707	9.418217	9.518041	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|Q9Y624|JAM1_HUMAN	10.05284	9.949825	10.167223	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.93454	9.467443	9.944243	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|Q9Y646|CBPQ_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.376984	11.203166	10.971102
sp|Q9Y678|COPG1_HUMAN	12.618844	13.16795	13.073585	11.329351	11.68343	10.508446	13.704437	11.794514	12.281597	12.442423	11.801593	11.958695	12.057034	11.600512	12.070551	10.940985	11.235155	10.629192	9.277029	9.437083	8.466375	8.080269	8.022443	8.06401	3.9975195	12.236584	12.167854	8.543953	12.23063	12.438756	10.213531	10.827518	12.047803	9.718548	11.116622	10.806982	8.970849	6.579016	9.174153	10.158878	10.192308	9.637838
sp|Q9Y696|CLIC4_HUMAN	9.158254	12.335765	12.287625	9.805004	9.668978	11.408524	9.798551	12.299731	12.773804	11.871855	11.952275	12.265719	11.503257	11.401747	11.885552	11.065352	11.666622	10.72672	NaN	11.323617	9.960372	NaN	NaN	NaN	9.5381365	8.957952	7.733586	9.969326	12.168534	12.180954	9.751245	10.531981	12.46579	10.439485	12.094862	11.939265	9.534001	3.3834283	11.046694	10.995878	7.055505	7.237915
sp|Q9Y697|NFS1_HUMAN	9.777626	9.320302	8.8634205	10.64795	10.522125	-16.791994	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.469088	10.48389	9.915829	NaN	NaN	NaN	10.238664	10.440705	10.545835	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|Q27J81|INF2_HUMAN	10.702499	10.357421	10.023181	10.645123	10.918825	10.25957	11.035842	10.820897	10.964429	11.286702	11.031378	10.999202	10.438266	10.64888	10.920448	10.484407	10.358135	10.65707	NaN	NaN	NaN	NaN	NaN	NaN	11.838768	11.559467	11.309623	10.360241	11.614528	11.415551	10.374351	10.77169	11.277861	10.311107	9.432342	8.136561	10.401707	10.113802	10.947797	NaN	NaN	NaN
sp|Q32MZ4|LRRF1_HUMAN	12.070835	12.695236	12.557397	12.482258	12.437344	13.316751	11.054277	12.8989	12.973492	13.136806	12.652393	12.962374	12.98685	12.246878	12.498671	12.022192	12.249853	12.040648	11.6774435	12.140159	11.896018	12.068271	12.04982	11.6287155	12.834822	11.632432	11.811113	10.98963	12.429794	12.903108	12.220162	12.506095	12.412766	11.556796	12.383579	12.694081	12.433155	12.585449	12.255639	12.689531	12.55896	12.375659
sp|Q32P28|P3H1_HUMAN	8.784022	7.8209023	7.8980336	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.261788	9.124077	9.29414	NaN	NaN	NaN	NaN	NaN	NaN	8.590315	9.114261	9.331191	NaN	NaN	NaN	NaN	NaN	NaN
sp|Q53EL6|PDCD4_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.482427	10.080634	9.1964245	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.623626	9.445082	9.079572
sp|Q53FA7|QORX_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.34926	10.046578	10.680023	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.669001	10.70809	NaN	NaN	NaN	11.495078	10.713843	10.785074
sp|Q53GQ0|DHB12_HUMAN	10.181521	13.113609	12.8611765	10.780169	10.716567	12.448059	7.275697	11.760444	12.106502	12.108293	11.654698	11.554999	12.624718	12.03317	12.598271	11.912237	11.608649	11.563459	12.125815	12.317155	11.912484	12.748243	10.571566	11.798885	4.171952	11.380419	11.768561	10.205551	11.492674	10.926895	6.90178	10.955382	12.46795	9.689005	12.568235	12.419111	10.869017	11.197054	11.598614	11.3416815	11.600414	10.4565115
sp|Q53H82|LACB2_HUMAN	11.595192	12.464726	12.506851	10.328451	9.932732	12.429136	10.851954	12.216587	12.765999	12.857429	12.231519	12.940919	12.547134	12.741828	13.269321	11.963149	11.965756	11.607181	10.017863	12.237376	11.611087	12.544554	12.7324095	12.616738	10.286469	11.2220955	11.445163	9.459941	11.454685	11.578566	11.906844	12.302778	12.481137	11.971251	12.449505	11.948018	11.562424	12.1116295	11.957932	11.600779	12.2112875	12.06722
sp|Q53T59|H1BP3_HUMAN	NaN	NaN	NaN	9.247694	9.153393	9.616651	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.699396	9.812364	9.308368	9.777017	10.141899	10.317766	9.225738	10.087228	8.461278	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|Q56VL3|OCAD2_HUMAN	8.727363	10.85214	10.771095	7.421055	8.50793	11.476144	10.119526	8.959344	9.771208	10.129063	9.89171	9.365039	11.513863	10.61389	11.249675	9.655459	9.30379	8.867064	9.198809	8.359069	8.186325	NaN	NaN	NaN	5.668094	10.550162	10.286887	9.410906	8.137584	7.864328	8.363394	3.8603268	10.282508	8.321213	9.750754	10.250732	10.347885	9.192754	10.879376	10.948348	10.893692	8.455718
sp|Q58FF3|ENPLL_HUMAN	4.86385	NaN	NaN	5.2327437	3.5075781	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|Q63HM1|KFA_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.370605	9.684882	10.028158	NaN	NaN	NaN	NaN	NaN	NaN	10.173149	9.421992	10.055552	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|Q68CK6|ACS2B_HUMAN	13.673208	13.752904	13.723695	9.969604	10.828962	6.6476645	4.9605255	11.19693	11.444796	NaN	NaN	NaN	11.13422	10.684675	10.562066	12.991356	13.231653	12.916938	10.356724	11.3314295	10.940305	13.941302	13.671462	13.884581	13.404762	11.095932	10.074212	9.36666	13.456775	13.471668	12.754678	12.694382	13.259042	9.256996	12.841546	12.736368	13.481672	13.114235	13.627546	14.069133	14.191483	13.899686
sp|Q71U36|TBA1A_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	13.09195	13.259678	13.530118	NaN	NaN	NaN	12.755342	12.857394	12.522958	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|Q71U36|TBA1A_HUMAN : sp|Q9BQE3|TBA1C_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.749454	13.087612	14.018502	NaN	NaN	NaN	NaN	NaN	NaN
sp|Q71UM5|RS27L_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.596433	10.44604	10.0036955	NaN	NaN	NaN	NaN	NaN	NaN
sp|Q86SJ6|DSG4_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.78628	5.5900965	6.410482	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|Q86TX2|ACOT1_HUMAN	12.630178	13.244148	12.905169	13.044617	12.739285	13.676404	12.169484	13.11999	13.086294	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.0540285	14.018465	13.532203	13.933805	13.966979	13.890009	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.97759	12.907719	13.419012	NaN	NaN	NaN
sp|Q86UE4|LYRIC_HUMAN	9.852235	12.220838	11.006689	10.8942795	11.595203	9.673447	10.872126	11.711954	11.300695	12.155122	11.704088	12.01456	12.332685	11.387202	11.556957	11.155646	11.5515	11.062314	10.861884	9.113991	8.69209	NaN	NaN	NaN	11.005671	9.343101	10.452147	11.165431	10.100226	11.618351	10.376863	11.041671	12.166728	1.1197721	11.842311	13.34642	11.264595	10.920111	11.602145	11.9575205	11.998551	11.497055
sp|Q86UP2|KTN1_HUMAN	9.996834	10.831961	10.911656	9.169023	9.754582	11.027813	9.841174	11.704134	11.680926	11.7653	11.189416	11.5325985	11.327724	10.835153	11.185927	10.9770565	11.013817	10.767858	10.613381	11.395556	11.131944	11.497428	11.32395	11.227433	11.377802	10.922418	10.963771	9.936728	11.316318	11.648261	10.498499	10.976353	11.408214	8.755191	10.063235	11.000268	7.967691	10.433393	10.699168	12.12783	11.872073	11.773272
sp|Q86V81|THOC4_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.952449	12.27174	10.677088	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|Q86VP6|CAND1_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	8.387609	10.401008	11.0365505	NaN	NaN	NaN	9.852175	9.0486965	10.192172	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.448434	8.6081085	9.6184225	9.697382	9.158901	8.884945	8.761935	8.409622	10.173374	8.123308	10.029656	10.540853	NaN	NaN	NaN	12.857385	12.496976	12.382106
sp|Q86W26|NAL10_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.627365	NaN	9.844318	NaN	NaN	NaN	NaN	NaN	NaN
sp|Q86WA6|BPHL_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	8.465411	8.487621	8.711296	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.280155	10.672368	11.191791	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|Q86WI3|NLRC5_HUMAN	9.6472645	13.787706	13.6670885	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|Q86WU2|LDHD_HUMAN	10.375796	12.1010275	11.617943	10.4751625	9.988422	12.394552	9.466133	12.770282	12.796972	12.063957	11.7593565	11.987148	NaN	NaN	NaN	NaN	NaN	NaN	11.799154	12.82169	11.796582	12.203601	11.905383	11.819967	NaN	NaN	NaN	10.546754	11.721386	12.270295	NaN	NaN	NaN	10.121766	11.98263	11.203293	NaN	NaN	NaN	13.098797	12.914023	12.443929
sp|Q86X76|NIT1_HUMAN	5.5336676	11.337111	11.090031	9.6346	9.809184	7.4540153	9.670395	11.274089	11.434105	11.722693	10.986695	11.786155	11.303232	11.525611	11.300033	10.921088	11.13183	10.283239	10.302698	10.892941	10.368168	18.1726	16.656897	17.03241	9.567191	9.840539	10.525295	9.734276	10.658356	11.063461	9.931157	9.925335	9.872758	9.690358	10.536034	10.515633	9.970355	9.693619	10.551158	11.412961	11.347048	11.03742
sp|Q86XE5|HOGA1_HUMAN	NaN	NaN	NaN	11.513581	11.346814	11.738003	10.116479	11.188655	11.184331	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.874852	10.682753	10.861527	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.574651	9.763889	10.722095	11.638762	10.9072695	10.626558
sp|Q86Y46|K2C73_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.636327	9.866874	9.188781	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|Q86Y82|STX12_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.322291	8.051217	8.238688	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|Q86YB7|ECHD2_HUMAN	11.479586	13.310519	12.799051	11.725714	12.018721	11.431091	8.810998	11.931892	12.258559	13.733962	13.079505	13.379739	12.111047	12.498081	12.768726	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.4863496	11.693853	11.759223	11.592303	12.454879	12.783924	12.818878	12.790423	13.406188	NaN	NaN	NaN	11.685297	11.934694	12.034035	NaN	NaN	NaN
sp|Q86YZ3|HORN_HUMAN	10.408802	11.850033	11.972699	12.32314	11.706488	11.542151	10.872994	12.124961	12.790713	12.615561	13.033658	12.370713	12.804954	13.052896	13.291567	12.399246	13.059116	11.731542	12.298412	12.591071	12.074662	12.647516	12.79597	13.333808	11.94974	12.300024	12.820945	11.896135	12.141599	12.985958	11.336794	12.160285	12.240011	12.000642	12.963329	11.165136	9.424527	11.338411	12.957573	12.60562	11.840074	12.614232
sp|Q96A26|F162A_HUMAN	9.352468	11.086949	10.919665	11.99239	11.951977	11.240408	5.95073	11.245373	11.296132	11.601754	11.101295	11.169283	11.3161	11.111611	11.428803	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.174465	10.543916	10.774847	NaN	NaN	NaN	NaN	NaN	NaN	12.034035	11.238102	10.857265	10.3334255	10.628275	11.243111	11.361659	10.840714	10.732833
sp|Q96A33|CCD47_HUMAN	10.49495	10.88909	10.259343	NaN	NaN	NaN	9.310406	9.987459	10.10085	11.530333	11.081075	10.9221	11.100256	9.963556	10.996237	10.437059	10.078905	9.990877	9.367741	9.64674	8.859572	NaN	NaN	NaN	10.148428	9.5307455	10.030634	8.108844	10.258713	10.384953	9.939381	10.336984	11.705478	8.898705	9.874085	8.012051	9.243058	7.735149	10.039616	12.61276	12.239177	11.723756
sp|Q96AB3|ISOC2_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.459283	10.161736	9.18253	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
