Row Names	20180205_07_S171854_1191	20180205_08_S171853_1190	20180205_32_S171852_1189	20180205_03_S171856_1193	20180205_39_S171857_1194	20180205_49_S171855_1192	20180205_43_S171859_1196	20180205_45_S171858_1195	20180205_53_S171860_1197	20180205_28_S171862_1199	20180205_29_S171861_1198	20180205_37_S171863_1200	20180205_09_S171864_1201	20180205_13_S171865_1202	20180205_15_S171866_1203	20180205_16_S171868_1205	20180205_55_S171869_1206	20180205_57_S171867_1204	20180205_41_S171872_1209	20180205_48_S171870_1207	20180205_56_S171871_1208	20180205_12_S171875_1212	20180205_20_S171873_1210	20180205_35_S171874_1211	20180205_05_S171878_1215	20180205_27_S171876_1213	20180205_47_S171877_1214	20180205_17_S171881_1218	20180205_24_S171880_1217	20180205_36_S171879_1216	20180205_11_S171884_1221	20180205_21_S171883_1220	20180205_52_S171882_1219	20180205_19_S171885_1222	20180205_40_S171887_1224	20180205_44_S171886_1223	20180205_31_S171889_1226	20180205_33_S171888_1225	20180205_51_S171890_1227
sp|P19823|ITIH2_HUMAN	NaN	NaN	NaN	8.344097	9.201139	9.492917	9.762752	9.623683	9.775406	11.924861	11.916306	11.876695	10.712366	10.726318	11.012364	11.487362	11.813006	12.076766	13.742778	13.462176	13.794745	6.713347	9.57573	10.589893	10.229942	10.06426	9.892636	10.210234	7.450253	9.462095	NaN	NaN	NaN	9.650873	11.488155	9.0100765	10.767853	11.543814	11.5300255
sp|P19827|ITIH1_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|P19878|NCF2_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	12.658917	12.960272	12.900462	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|P19971|TYPH_HUMAN	14.266603	14.353805	13.857737	15.1612015	13.539481	14.302887	13.920251	13.564268	13.768599	14.538243	14.603274	14.341946	14.038311	14.011298	14.119245	13.597022	13.635534	13.583483	14.661872	14.38466	14.383518	14.002832	14.150341	14.333671	13.845276	13.91395	13.773533	13.7435255	13.63844	13.484914	10.879157	14.053846	14.517839	13.030512	14.155942	13.712217	14.380827	14.06234	14.267223
sp|P20020|AT2B1_HUMAN : sp|P23634|AT2B4_HUMAN : sp|Q01814|AT2B2_HUMAN : sp|Q16720|AT2B3_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|P20020|AT2B1_HUMAN : sp|Q01814|AT2B2_HUMAN : sp|Q16720|AT2B3_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.462715	9.41478	9.350825	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|P20039|2B1B_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.4219	10.265624	7.961564	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|P20042|IF2B_HUMAN	NaN	NaN	NaN	12.683539	11.563393	11.593746	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.58278	12.946417	12.414414	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|P20073|ANXA7_HUMAN	12.359127	12.424305	12.2057295	11.109404	12.281911	12.426134	13.138293	13.113785	13.390895	13.15747	13.497901	13.253026	13.105867	12.960312	13.114262	10.794547	12.302221	12.24062	12.455993	12.159822	12.427153	13.422815	13.267026	13.273199	0.8568859	11.172182	10.905338	13.244855	13.253954	13.325331	11.548352	12.195098	12.6288595	12.745243	13.493168	12.859193	12.0757475	12.181091	12.453202
sp|P20290|BTF3_HUMAN	10.733968	11.31868	2.059269	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.073402	10.817848	9.914468	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|P20339|RAB5A_HUMAN	5.4991717	7.341138	4.042885	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-5.619974	5.972975	10.2668295	NaN	NaN	NaN	NaN	NaN	NaN
sp|P20340|RAB6A_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.847226	8.625163	10.132361	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|P20591|MX1_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.807147	8.881045	8.289528	NaN	NaN	NaN	NaN	NaN	NaN
sp|P20591|MX1_HUMAN : sp|P20592|MX2_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|P20618|PSB1_HUMAN	11.342359	11.479159	10.229125	10.451075	13.019134	13.146094	13.721638	13.507043	13.692169	11.971781	11.823673	12.153942	11.611462	11.709339	11.37618	11.463852	11.693493	11.427569	NaN	NaN	NaN	9.732467	14.154002	13.366695	13.161072	10.742848	11.434939	12.266109	12.14708	11.996181	14.487817	13.791654	13.330156	11.345657	11.382189	11.458636	NaN	NaN	NaN
sp|P20645|MPRD_HUMAN	NaN	NaN	NaN	3.3660612	10.634264	10.299164	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|P20674|COX5A_HUMAN	11.864562	11.345926	13.2475	13.646977	14.239958	13.596294	12.292892	11.959299	12.323228	11.94723	11.591649	11.2856865	NaN	NaN	NaN	10.1845045	11.493547	11.003504	11.350247	11.482324	11.179501	15.118592	14.338666	14.305827	13.487537	13.705518	14.081521	11.66725	12.62432	12.133733	12.1248	13.474169	13.453703	7.573766	9.49414	11.136799	11.956015	11.669042	11.191145
sp|P20700|LMNB1_HUMAN	11.715097	11.780798	11.9349165	11.207969	11.315375	11.634141	11.876975	11.692612	11.848183	12.47942	12.275457	12.022984	12.058989	11.864664	11.777389	12.5493355	12.241862	12.462137	12.5408	12.162401	12.288042	12.550237	11.89818	12.148167	8.7416115	11.964621	11.8688965	12.281097	12.476506	12.085698	12.298141	12.150159	12.452326	11.68952	12.668775	11.753375	11.899862	12.133059	12.006429
sp|P20742|PZP_HUMAN	9.689128	9.160378	11.13497	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|P20810|ICAL_HUMAN	11.662948	11.64269	7.915139	10.457999	11.452493	11.464445	11.401898	11.563886	11.376673	11.537944	11.908861	11.744548	11.074592	11.403655	11.114193	11.7809515	12.362166	11.810005	11.265788	11.78251	11.52188	11.187271	11.261884	11.507598	NaN	11.262412	11.159212	9.830692	10.570455	10.685401	11.315641	10.759681	11.298491	10.951387	10.405426	11.706565	10.537301	10.553651	10.333021
sp|P20853|CP2A7_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.878749	10.176794	NaN	NaN	NaN	NaN	NaN	NaN
sp|P20930|FILA_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.255898	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.873934	9.5518265	15.241904	NaN	NaN	NaN	NaN	NaN	NaN
sp|P20962|PTMS_HUMAN	12.163409	12.193322	11.625368	12.900846	12.171035	11.738324	NaN	NaN	NaN	12.487687	12.523673	12.025945	13.430125	13.129618	12.924493	11.652512	12.105547	13.060386	12.534753	12.836565	13.2137165	13.029273	11.842271	11.709061	15.501266	11.766226	10.96951	NaN	NaN	NaN	12.9536	9.458625	5.7942057	12.713936	13.724411	12.189014	12.666022	13.213854	12.692434
sp|P21108|PRPS3_HUMAN : sp|P60891|PRPS1_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.717457	10.719866	10.6862335	NaN	NaN	NaN	11.043793	10.828805	10.814032	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.782682	10.565721	10.437581	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|P21281|VATB2_HUMAN	12.009485	11.844379	13.352613	11.756879	12.381478	12.335995	11.496313	11.407045	11.6476755	13.052496	13.188923	12.99284	12.996562	12.903313	13.342522	13.6700115	13.371799	13.473927	12.450553	12.300459	12.345585	8.011604	12.892461	13.215681	13.274858	12.91535	13.14366	13.472069	13.135059	13.136279	12.598852	13.354385	13.800563	12.528007	12.772987	12.803772	13.581647	13.172276	13.477706
sp|P21333|FLNA_HUMAN	14.37667	14.542011	14.28208	14.347604	13.943015	13.459859	14.2403345	14.08823	14.114171	14.466453	14.400974	14.443584	14.039722	13.787678	13.633736	13.492406	13.415441	13.175268	13.517284	13.642514	13.542491	15.197332	14.643824	14.588254	14.97058	14.469765	14.233084	14.442942	14.503571	14.18355	14.934984	14.82842	14.65497	13.755337	13.878657	12.912614	12.841542	12.818026	13.330455
sp|P21397|AOFA_HUMAN	13.584649	13.748974	11.560862	13.358855	12.515609	12.558533	12.341406	12.094001	11.649341	12.094675	11.456073	11.948574	12.28509	12.322011	12.48663	10.49443	9.060514	8.725159	11.452954	11.832199	11.274504	12.908922	13.115809	13.008629	12.4807205	12.964589	12.668827	12.586604	11.883156	12.375997	13.113916	10.874762	10.722712	11.165578	11.970125	11.9230385	9.356991	9.802972	9.575909
sp|P21399|ACOC_HUMAN	12.999674	13.297995	12.537517	13.898577	13.757325	14.185863	13.908296	13.553101	14.115712	12.671259	12.758649	12.748263	11.61716	11.52723	11.213492	10.762902	12.024577	11.754755	11.911928	11.99893	11.785334	13.4730425	13.768282	13.561595	13.809776	13.611107	13.217375	13.631069	13.047823	13.326877	12.63381	13.330888	13.068142	NaN	NaN	NaN	11.911781	12.464233	12.824425
sp|P21549|SPYA_HUMAN	16.713459	16.96508	17.341324	16.436775	16.128166	15.715134	17.187235	17.279713	17.507666	15.6206875	15.337602	15.354631	15.609518	15.653422	15.801666	15.262434	13.946987	14.069287	12.487791	14.117724	12.447056	16.12262	16.15112	16.153028	18.011093	17.033993	16.835773	15.92226	15.825725	15.619623	16.894745	16.375603	16.3443	16.554054	15.995949	16.278955	14.757153	14.584046	14.479806
sp|P21675|TAF1_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.02672	10.593045	10.838652	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.331379	10.632484	11.587057	NaN	NaN	NaN	9.581741	10.629332	10.672364
sp|P21695|GPDA_HUMAN	13.640505	13.568429	13.552875	14.378488	13.133444	13.7973	13.536606	13.492692	13.687128	13.956798	14.080381	14.037497	15.210587	15.206905	14.855887	14.762982	14.775624	14.949419	14.90231	14.770444	14.913432	14.230229	13.493027	13.51613	8.959778	13.262725	12.959578	14.262997	14.447331	14.046899	13.673388	13.286722	13.069167	15.088037	14.368277	14.691523	15.499961	15.25024	15.141151
sp|P21796|VDAC1_HUMAN	14.999996	14.81896	15.340226	16.073496	15.441884	15.362921	15.329226	15.331099	15.390051	15.763907	15.478236	15.488134	15.891147	15.852741	15.733309	16.136395	15.969994	15.602168	15.929054	16.251926	16.018435	15.381472	15.706476	15.683415	16.078276	15.932206	15.813455	15.575191	15.502292	15.439531	14.88592	15.619997	15.983669	15.445765	15.753156	15.960058	16.088223	15.844996	15.613028
sp|P21912|SDHB_HUMAN	13.522061	13.817646	13.534165	13.513495	13.572434	13.075455	12.603986	12.841806	12.806764	13.365768	13.355721	13.166196	12.538429	12.583649	12.733341	13.699757	13.581381	13.670372	13.015352	13.56226	13.556125	13.03721	12.964482	13.297257	-0.3955717	13.125551	12.646961	12.457632	12.691987	12.467859	13.5006075	12.578963	12.842164	12.557534	12.718261	12.470935	13.250266	13.209296	13.388226
sp|P21964|COMT_HUMAN	NaN	NaN	NaN	12.664552	12.225239	12.386611	11.4306345	12.394733	12.04095	13.130695	12.138863	12.82353	NaN	NaN	NaN	13.135889	12.585984	12.589708	13.751968	13.567256	13.432132	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.637382	12.676439	12.453576	12.0922785	11.979111	12.498122	12.788163	12.912545	12.502717
sp|P21980|TGM2_HUMAN	15.720634	16.061354	15.554851	16.116074	15.441534	15.787949	15.542473	15.407522	15.639381	15.643156	15.709748	15.678365	15.575306	15.369342	15.256301	15.392829	15.559898	15.271759	14.655366	14.881881	14.5997	15.770993	16.069412	15.762389	15.860346	15.476546	15.487786	15.463589	15.318693	15.523731	15.957718	15.303186	14.997259	14.710004	15.301993	14.796414	14.538065	14.738361	14.844293
sp|P22033|MUTA_HUMAN	13.05589	13.113402	13.360501	12.773011	13.187634	13.033805	12.849413	12.105267	12.834254	12.6652355	12.746295	12.755597	12.79349	12.814421	12.543847	12.773327	12.849391	12.604692	12.377938	11.995015	12.355351	13.026446	12.989845	13.088008	13.107621	13.293301	13.138692	12.4161625	12.300652	12.371193	11.40617	12.89044	12.593234	13.1263485	12.827784	12.929751	12.687299	12.521583	12.83196
sp|P22059|OSBP1_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.559292	9.763579	10.435229	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|P22061|PIMT_HUMAN	12.605958	12.874301	11.390607	11.923615	12.240428	11.7150345	12.593723	12.316152	12.427586	12.266967	12.015045	11.780482	11.153585	11.254457	11.303933	11.204352	12.718428	12.747022	12.751302	12.745714	12.680689	1.0856714	12.193465	11.924158	10.421554	12.215636	12.252483	12.472753	12.212736	11.951443	6.122871	11.7194	12.255373	12.3843355	12.656574	12.001427	12.506507	12.230127	12.462194
sp|P22087|FBRL_HUMAN	NaN	NaN	NaN	11.507244	8.3984995	8.511528	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.044207	10.3160715	11.026675	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|P22102|PUR2_HUMAN	10.423401	10.19809	11.668667	7.7624106	10.672868	10.675816	11.057515	11.018292	11.100871	10.364268	10.803234	10.741508	9.811226	9.851218	9.532565	11.0402355	11.139587	9.862595	10.527206	9.811617	10.112659	10.678934	11.012212	11.057831	9.007145	10.417139	10.3461075	8.811309	10.582037	10.352005	7.3643265	9.5072975	10.176828	10.62523	8.743537	10.551542	10.56432	10.6434765	10.263047
sp|P22234|PUR6_HUMAN	10.838698	10.925276	3.1910086	10.877291	8.862334	10.2232065	8.3826065	9.34039	8.68862	10.417277	10.290479	10.608269	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.3939147	8.974691	8.5536375	NaN	NaN	NaN	9.5644245	9.181545	8.868875	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|P22307|NLTP_HUMAN	15.871806	15.864553	15.533133	15.421038	15.897941	15.605059	15.4373455	15.36171	15.498201	14.924258	14.849648	14.967449	14.774028	14.871831	15.096496	15.022526	14.987015	14.719751	14.720685	14.722247	14.833908	15.518796	15.593892	15.446563	15.639708	15.585861	15.847274	15.319993	15.3925	15.166912	15.055359	15.097415	14.902357	15.05617	14.056791	14.91841	15.0878525	14.776098	14.932258
sp|P22309|UD11_HUMAN	-6.197425	NaN	10.709411	10.95683	10.219863	9.642367	10.123419	10.254297	9.51262	10.690715	10.45801	10.431873	10.763303	10.541708	11.055177	NaN	NaN	NaN	9.762591	10.269837	10.328603	11.012993	9.908284	10.375814	NaN	NaN	NaN	9.924216	9.876348	10.458539	11.203948	11.280574	10.783568	10.961603	11.640225	10.677706	11.076111	11.237459	10.499087
sp|P22310|UD14_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.189694	11.309326	11.49701	11.175559	10.866073	10.547745	NaN	NaN	NaN	12.401867	11.35935	12.11475	12.04515	11.956218	11.581074	11.204897	11.243066	12.481189	13.196685	13.518365	13.12616	NaN	NaN	NaN	11.820241	12.568549	12.041853
sp|P22314|UBA1_HUMAN	13.188119	13.560093	13.445511	13.929936	14.404794	14.32511	13.866069	13.842506	13.92033	14.788979	14.885046	15.032865	13.976063	14.052999	13.7873335	14.357812	14.2850895	13.939772	14.281706	14.322665	14.28193	13.896584	13.8081665	13.738681	15.507103	15.019225	14.977876	14.129331	14.037091	13.907707	13.492158	14.848063	15.054769	13.566341	13.83052	13.573143	14.619876	14.708688	15.05709
sp|P22352|GPX3_HUMAN	NaN	NaN	NaN	10.257044	12.748723	12.079655	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|P22392|NDKB_HUMAN	11.912093	11.753989	12.064584	12.623393	12.189876	12.69353	10.926315	10.335951	11.33464	12.08731	12.216995	12.132368	12.934509	12.850558	12.865109	13.077344	13.320392	13.349163	12.01071	12.490502	12.362458	14.770465	15.326987	15.341097	12.223636	12.814128	13.158004	11.0787735	12.133688	12.076242	12.704014	12.178515	11.934454	12.709371	11.7078285	12.876835	12.965761	12.90482	13.298511
sp|P22570|ADRO_HUMAN	10.234083	10.135723	NaN	NaN	NaN	NaN	9.377984	8.49229	8.988432	NaN	NaN	NaN	10.679039	10.651651	10.507191	10.269207	8.448915	8.372641	11.106582	10.951498	10.86422	NaN	NaN	NaN	9.184781	7.334862	7.845641	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.550976	9.790048	10.12584
sp|P22626|ROA2_HUMAN	16.442833	15.917368	15.147614	13.133633	16.156105	15.863583	14.910515	15.299352	15.162246	15.373701	15.111561	15.318678	15.427964	15.674821	15.748608	16.086823	15.842182	15.641682	14.898501	15.019038	14.971493	15.993913	15.530426	15.213158	12.949397	16.03033	16.021725	14.628883	14.86075	14.872721	12.548374	15.61741	15.74856	14.461207	15.12654	15.015389	15.04957	14.713764	15.170653
sp|P22695|QCR2_HUMAN	14.393321	14.138164	14.094633	14.360521	13.992296	13.870815	12.324639	12.133092	12.397204	13.661861	13.665728	13.673494	14.062049	13.882826	13.816276	14.221315	13.906642	14.091165	13.832008	13.827243	13.595823	15.091456	14.2564745	14.176048	14.603316	14.528779	13.866658	14.137761	14.16165	14.07642	14.287839	13.749515	13.66927	14.220331	14.752673	14.211313	13.782953	14.09955	13.990017
sp|P22735|TGM1_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.770256	9.328295	13.738978	NaN	NaN	NaN	NaN	NaN	NaN
sp|P22760|AAAD_HUMAN	12.774866	13.240913	12.393712	10.884249	12.357626	11.921138	12.195858	12.996537	12.442368	12.950409	12.360789	12.311785	11.653948	11.679877	12.112361	12.410418	9.596935	9.588041	10.483357	10.361901	10.445034	12.592555	11.623424	12.477102	12.1076355	12.64083	12.127198	11.551916	11.935273	12.504092	12.364408	12.676782	12.472085	11.249659	12.435215	11.959684	12.13478	12.757626	11.857552
sp|P23141|EST1_HUMAN	18.297379	18.39484	18.23346	18.26329	18.153084	17.993668	17.674698	17.487406	17.62225	18.100258	18.040642	17.87669	18.111526	18.164968	18.181648	18.3566	18.456558	18.377998	18.098412	17.862152	17.907455	18.236584	17.925102	17.93949	18.725487	18.13055	17.751076	17.982475	17.883827	17.815582	18.560154	18.114033	17.786777	18.698132	19.086323	18.73162	18.582092	18.744358	18.55642
sp|P23246|SFPQ_HUMAN	15.326492	14.766253	12.795939	7.919704	13.287068	13.392268	13.099059	13.12436	13.139847	15.063958	15.398269	14.938176	12.595003	12.694627	12.6979065	12.362394	12.501047	12.4458275	12.632279	12.676873	12.336913	13.414035	13.310474	13.382057	13.758998	10.487026	10.791767	13.151758	13.276627	13.158078	12.098864	12.32069	12.440658	12.355061	12.20362	12.766608	12.188781	12.242884	12.255197
sp|P23284|PPIB_HUMAN	16.006302	16.112885	16.542355	16.841496	15.789018	15.481674	15.467386	15.656082	15.573761	15.750731	15.691544	15.432331	15.3132925	15.371058	15.172557	14.570063	14.700411	14.780046	15.8705845	15.744867	16.000563	16.565582	15.84034	16.341454	15.648361	16.197453	15.447702	16.37521	16.455502	16.343632	15.881307	15.9380045	16.098412	15.4283	15.8106365	15.644254	15.602075	15.515002	16.077827
sp|P23368|MAOM_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.559923	11.798861	11.858502	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.805807	11.453488	11.2363	10.015413	6.5807996	9.190405	12.242315	11.8305	12.093202
sp|P23378|GCSP_HUMAN	13.866238	13.864363	13.248788	11.906319	13.217555	13.013489	13.361104	12.650673	13.298729	11.940332	12.095326	11.813452	12.952198	12.96474	12.406944	12.460729	12.507759	12.080952	12.17227	12.174442	12.503739	13.668762	13.195553	13.477686	13.689401	13.226344	13.228174	12.644425	13.338532	12.581393	12.754992	12.231225	11.447425	11.385445	11.225227	11.456564	12.300022	13.045255	12.8036375
sp|P23381|SYWC_HUMAN	12.572926	12.71823	12.932954	11.461837	11.54928	11.175393	11.282047	10.330471	11.272524	12.368508	12.584141	12.083709	11.771268	12.433437	12.40012	13.043565	12.051968	12.425574	13.60661	13.744758	12.925001	11.048473	12.08325	11.844852	12.440027	12.117681	12.209052	10.849918	12.330698	11.604755	13.800957	13.273512	12.763812	12.417098	11.942681	12.525254	12.273724	11.698197	12.427598
sp|P23396|RS3_HUMAN	13.535347	13.665818	14.315313	13.7953005	12.631072	12.614239	12.648443	12.982288	12.762178	14.404887	14.01926	14.341928	13.814537	13.623472	13.871688	11.039199	12.842605	12.921311	11.518356	11.619166	11.262993	12.586029	13.5141325	13.434216	13.13067	13.203718	12.625726	13.539739	13.290538	13.599522	14.422253	13.828176	14.40888	13.811094	13.679268	13.866288	12.973735	12.836615	13.100721
sp|P23490|LORI_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.9131174	NaN	13.17228	NaN	NaN	NaN	NaN	NaN	NaN
sp|P23497|SP100_HUMAN	NaN	NaN	NaN	9.2661495	10.413944	10.111055	9.339099	9.454128	9.273551	8.055921	8.3989935	8.359819	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.249651	8.425453	7.9933596	11.229484	7.8631806	8.767727	8.096897	8.596219	9.225564	11.938208	10.785825	11.1426115	NaN	NaN	NaN	NaN	NaN	NaN
sp|P23526|SAHH_HUMAN	13.742705	13.788307	13.768592	13.393661	13.754051	13.885547	14.216331	13.78738	14.117024	14.327093	14.124729	14.246724	13.62417	13.547946	13.308791	14.372278	14.459071	14.343581	14.168952	14.311044	14.085045	11.410177	14.321441	14.407902	14.697674	14.092331	14.206969	14.053464	14.303616	13.939209	14.077881	14.153353	14.645746	13.988236	14.216116	13.907827	14.194382	13.926348	14.123593
sp|P23528|COF1_HUMAN	13.420881	13.514793	14.550245	16.109646	15.6370735	15.306677	15.747429	15.778227	15.591263	15.837121	15.835559	15.894385	15.71931	15.768837	15.461142	14.72816	14.659219	14.308554	15.826561	15.788975	15.542858	5.330023	13.925503	13.398843	16.576077	15.373287	15.556594	13.755751	13.798507	13.666865	16.207289	13.217359	13.66726	10.8984995	13.172542	10.7523985	14.19674	13.492211	14.31567
sp|P23588|IF4B_HUMAN	11.909513	11.82517	12.355302	12.675247	12.363302	12.483807	12.111128	11.984306	12.35131	11.703606	11.991877	11.434328	11.794698	11.943749	11.96049	10.347492	11.839834	11.941047	11.805015	11.721238	12.044808	12.965223	12.298582	12.450006	12.138253	12.473293	12.219755	11.9811735	12.039766	11.989561	12.15231	11.856379	11.341521	11.816588	11.74311	12.127846	11.433532	11.456549	11.349704
sp|P23786|CPT2_HUMAN	11.790105	11.49777	12.941844	12.514212	12.707593	12.784403	12.5006075	12.44304	12.504888	12.882642	12.9387	12.845836	12.916832	12.665254	12.455261	9.049912	11.619787	11.643195	13.353032	13.068553	13.476309	11.899893	12.03669	12.1501875	12.135345	12.65228	12.889886	9.748519	11.697175	11.916113	12.589083	12.683183	12.862776	12.8976	12.119577	12.977306	12.779502	13.250835	13.276375
sp|P23919|KTHY_HUMAN	NaN	NaN	NaN	NaN	11.771408	11.831454	11.765221	11.47643	11.730841	11.981696	11.431908	11.571538	NaN	NaN	NaN	NaN	NaN	NaN	12.846364	12.781575	12.794369	NaN	NaN	NaN	9.352874	11.448945	11.788678	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
