Row Names	20180205_07_S171854_1191	20180205_08_S171853_1190	20180205_32_S171852_1189	20180205_03_S171856_1193	20180205_39_S171857_1194	20180205_49_S171855_1192	20180205_43_S171859_1196	20180205_45_S171858_1195	20180205_53_S171860_1197	20180205_28_S171862_1199	20180205_29_S171861_1198	20180205_37_S171863_1200	20180205_09_S171864_1201	20180205_13_S171865_1202	20180205_15_S171866_1203	20180205_16_S171868_1205	20180205_55_S171869_1206	20180205_57_S171867_1204	20180205_41_S171872_1209	20180205_48_S171870_1207	20180205_56_S171871_1208	20180205_12_S171875_1212	20180205_20_S171873_1210	20180205_35_S171874_1211	20180205_05_S171878_1215	20180205_27_S171876_1213	20180205_47_S171877_1214	20180205_17_S171881_1218	20180205_24_S171880_1217	20180205_36_S171879_1216	20180205_11_S171884_1221	20180205_21_S171883_1220	20180205_52_S171882_1219	20180205_19_S171885_1222	20180205_40_S171887_1224	20180205_44_S171886_1223	20180205_31_S171889_1226	20180205_33_S171888_1225	20180205_51_S171890_1227
sp|O14975|S27A2_HUMAN	8.6049185	9.470161	9.935011	11.152086	10.117612	9.588993	NaN	NaN	NaN	8.6891365	8.671427	8.248526	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.730027	7.5272408	9.755207	10.497878	10.040531	9.571457	NaN	NaN	NaN	NaN	NaN	NaN
sp|O14979|HNRDL_HUMAN	9.030898	8.875675	9.437162	11.369897	10.286358	10.0144615	11.149118	10.5651245	11.121177	10.785284	10.960876	10.633722	6.181683	4.6020336	NaN	NaN	NaN	NaN	10.369898	10.646305	10.494501	11.480868	9.677488	9.211762	11.704599	9.733947	10.378076	8.270653	8.683061	8.087174	10.674506	10.910351	10.356293	8.311058	NaN	8.24301	10.170468	10.622666	10.514954
sp|O14983|AT2A1_HUMAN : sp|P16615|AT2A2_HUMAN	NaN	NaN	NaN	12.340468	8.237519	9.589291	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|O15020|SPTN2_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.316294	-2.8745747	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|O15031|PLXB2_HUMAN	NaN	NaN	NaN	7.025394	10.484509	10.075682	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|O15143|ARC1B_HUMAN	13.529076	13.616815	10.763822	13.862182	12.217946	12.325878	12.409649	12.682525	12.289108	12.739656	12.664851	12.754197	13.1098385	13.3605795	12.936491	13.345597	13.614206	13.208673	12.048044	12.861748	12.287332	12.60955	9.4394245	10.787282	9.891915	12.384435	12.363366	10.820731	10.813944	10.807414	12.78071	12.627381	12.103423	12.323623	10.673139	11.276433	NaN	NaN	NaN
sp|O15144|ARPC2_HUMAN	12.483366	12.699972	11.470987	11.19312	9.274312	9.438851	12.455429	12.5757065	12.217784	12.766001	12.415603	12.793514	12.493806	12.814225	12.295163	10.0636215	11.227526	11.256874	11.52961	11.248497	11.35983	11.635381	12.989741	12.693082	NaN	NaN	NaN	12.392146	11.802834	12.293802	5.4496946	12.379192	13.405994	8.478328	11.589098	11.050749	11.168816	11.00203	11.19999
sp|O15145|ARPC3_HUMAN	13.065837	13.364852	12.625461	13.407438	11.871312	11.92775	12.485024	12.903234	13.031649	13.221188	13.331753	13.376111	13.020033	12.964321	12.70431	13.277684	12.973412	12.966504	13.328436	12.766419	13.220436	12.667225	12.019206	12.296619	12.849378	12.342454	12.734521	12.04198	12.3083935	12.59131	13.679282	12.968076	13.485862	12.849443	12.624281	13.237452	12.730931	12.892314	13.244486
sp|O15173|PGRC2_HUMAN	12.703584	13.115043	12.922106	12.975224	11.3611355	11.15915	12.054734	12.268902	12.465389	13.246061	13.410296	13.225226	13.009031	13.100125	12.470271	12.64382	11.45579	11.816812	12.459653	12.307844	12.351128	13.470731	13.197645	12.993905	13.26898	12.296282	12.306496	13.025629	12.824746	12.67949	13.513874	13.365194	13.542301	10.980256	11.283022	11.184786	11.618273	12.225986	11.809809
sp|O15212|PFD6_HUMAN	9.399171	9.833951	NaN	10.026108	8.684146	8.00503	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.835584	7.0965075	7.112472	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|O15260|SURF4_HUMAN	8.785487	8.565827	9.09222	11.835232	10.266516	10.18505	9.874329	9.766512	9.424873	10.766451	10.030571	10.429305	NaN	NaN	NaN	10.59837	9.577122	9.868908	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.923473	9.099781	9.673929	NaN	NaN	NaN	NaN	NaN	NaN
sp|O15305|PMM2_HUMAN	11.177348	11.241452	10.140769	8.2138	8.971471	8.984681	11.651677	11.505162	11.874414	11.127847	10.873618	10.723043	10.972904	10.953778	10.785451	NaN	NaN	NaN	10.600816	10.620607	10.693909	11.398783	10.619369	11.085789	11.215958	7.5806756	8.249696	10.630443	10.685963	10.847064	9.280689	10.692303	10.4120455	6.765385	9.7101755	8.32785	11.853263	11.600927	11.732382
sp|O15320|CTGE5_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	6.85089	8.378831	7.585889	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|O15371|EIF3D_HUMAN	11.246971	11.002872	10.716121	NaN	NaN	NaN	10.854988	10.760087	11.027896	11.444589	11.284749	11.411943	10.244755	10.15181	10.004424	9.484912	9.648248	9.865577	NaN	NaN	NaN	10.541396	10.966147	10.715132	10.987703	11.21017	10.933868	10.797387	10.980889	10.716176	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|O15372|EIF3H_HUMAN	10.43403	10.570425	5.4569807	NaN	NaN	NaN	10.002763	9.642542	9.932175	10.039583	9.44757	9.737126	10.406639	10.464408	10.583846	NaN	NaN	NaN	7.0780077	6.394273	6.675141	10.532497	9.632174	9.610707	9.103084	9.766297	9.640178	8.576356	10.052618	9.307545	10.548574	9.162503	9.937502	NaN	NaN	NaN	NaN	NaN	NaN
sp|O15438|MRP3_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.734614	7.861992	9.438301	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.169254	7.56293	7.760953	NaN	NaN	NaN
sp|O15511|ARPC5_HUMAN	12.579137	12.840016	12.303393	12.620926	12.2380085	12.071997	13.027257	13.04726	12.908236	NaN	NaN	NaN	NaN	NaN	NaN	13.092124	12.543855	12.493218	12.3285	12.683566	12.68244	NaN	12.087218	12.27044	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|O43143|DHX15_HUMAN	9.28245	9.430965	11.351873	11.484805	10.546069	10.6416	11.019248	10.879298	10.932427	10.459164	10.767537	11.070766	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.619209	10.190434	10.716288	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|O43175|SERA_HUMAN	14.129024	14.027827	11.941513	13.8705225	13.40521	13.794497	13.308801	13.704403	13.451961	13.659843	13.775923	13.8196335	14.712087	14.508821	14.450047	14.625503	14.5943165	14.574692	14.299847	14.717288	14.666518	13.862669	13.412316	13.418787	13.381083	12.694636	13.141691	13.573055	13.350276	13.186765	13.682014	13.422918	13.894206	13.819367	14.1171465	13.412953	14.071716	14.020443	14.042419
sp|O43237|DC1L2_HUMAN	10.0249195	10.119	7.8056407	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.570206	8.468338	9.001275	NaN	NaN	NaN	10.383979	7.6199784	7.468417	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|O43242|PSMD3_HUMAN	10.919987	11.024029	11.459027	11.789721	10.349205	10.6974945	10.848549	10.631914	10.695034	10.854874	10.524243	11.240254	10.915217	10.669529	10.955102	9.547274	9.601268	9.262888	NaN	NaN	NaN	8.187584	10.623989	11.153878	11.500259	11.546332	10.829606	9.9505625	9.929947	11.100853	10.0175495	10.466433	11.1261	10.525324	8.760694	10.253278	9.82309	10.251124	9.929391
sp|O43390|HNRPR_HUMAN	11.054841	11.497783	11.176189	11.747636	11.947892	11.707362	11.224141	9.674505	11.249454	11.114173	11.288634	11.689039	10.853494	10.792156	10.920097	10.646921	11.429352	11.767759	8.428437	10.368301	7.970954	13.21764	10.988979	10.843386	11.883687	11.157799	11.617464	11.639173	11.030564	10.9163885	12.8147745	12.262153	11.851639	11.901785	11.712923	11.853486	11.274948	11.899417	11.805077
sp|O43396|TXNL1_HUMAN	12.526643	12.699301	14.384695	11.808806	11.90895	11.24474	11.888595	11.638636	11.730738	12.210591	11.929041	11.835668	13.858087	13.712218	13.766319	12.732703	11.023102	11.178075	13.225903	12.211619	13.356089	13.867924	13.162865	12.930449	NaN	13.1215925	13.057188	13.242911	12.58138	12.3910675	13.263227	13.647118	13.798854	12.607513	12.700955	12.199893	12.31411	12.111977	11.91611
sp|O43399|TPD54_HUMAN	10.076483	9.604897	9.859274	11.88324	9.6418495	9.957067	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.5912895	11.922049	11.97957	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|O43488|ARK72_HUMAN	9.71448	9.536317	12.657029	12.515088	10.543502	10.67868	12.622678	12.44106	12.563314	12.223908	12.487415	12.283131	11.94539	11.701373	11.8955145	13.849326	13.48714	13.884636	13.835436	13.597425	13.770339	12.51205	12.412825	12.354286	NaN	NaN	NaN	12.407946	12.287654	12.465934	12.654243	10.150852	8.793192	13.399197	13.657547	13.047962	11.330499	11.249647	11.787914
sp|O43491|E41L2_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|O43493|TGON2_HUMAN	11.36626	11.27564	11.499602	9.822494	11.184975	11.138202	10.749908	10.9483595	10.732913	10.83875	10.658677	10.870441	10.729122	10.493763	10.390765	10.694196	9.355627	9.168724	NaN	NaN	NaN	12.031183	10.697714	10.504716	NaN	NaN	NaN	11.253792	9.983151	9.76975	NaN	NaN	NaN	9.876287	11.317323	9.844518	NaN	NaN	NaN
sp|O43583|DENR_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.506811	10.444641	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.204795	11.039508	9.559465	NaN	NaN	NaN
sp|O43598|DNPH1_HUMAN	11.508149	11.247715	5.1646605	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|O43615|TIM44_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	9.7518425	9.394059	9.5936985	8.759288	9.271863	8.9705105	9.129993	9.122599	8.73964	10.496529	10.557122	9.981608	NaN	NaN	NaN	NaN	NaN	NaN	10.529512	11.336677	11.118707	NaN	NaN	NaN	9.519877	9.696399	9.712057	NaN	NaN	NaN	NaN	NaN	NaN
sp|O43617|TPPC3_HUMAN	NaN	NaN	NaN	9.15318	8.623053	8.390297	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|O43678|NDUA2_HUMAN	NaN	NaN	NaN	NaN	9.755114	9.057048	10.367416	10.212052	10.546808	NaN	NaN	NaN	NaN	NaN	NaN	7.7626944	9.38293	8.972155	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|O43681|ASNA_HUMAN	8.836459	9.195367	10.931845	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.025528	9.604028	9.612509	10.363672	10.226617	10.416775	11.910594	11.735702	11.63087	12.025173	10.888187	11.135588	11.589707	11.487461	11.394819	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|O43684|BUB3_HUMAN	9.500724	9.414585	11.0670185	11.91863	8.646725	9.048575	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.209333	10.93894	10.949665	NaN	NaN	NaN	10.646976	10.3062105	10.035196	NaN	NaN	NaN	NaN	NaN	NaN
sp|O43707|ACTN4_HUMAN	15.35378	15.319614	14.660671	14.600096	15.016034	15.054504	14.850612	14.895807	15.04902	14.400486	14.713888	14.711581	14.550878	14.514564	14.476139	14.332505	14.560653	14.677032	13.554254	13.392124	13.212421	15.980219	15.848218	15.540644	13.373298	14.383954	14.56341	15.889978	15.75989	15.463691	14.261523	15.909713	16.187384	15.635161	15.4761715	15.086145	14.491578	15.261471	15.354341
sp|O43708|MAAI_HUMAN	9.394674	8.806803	5.0783014	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|O43765|SGTA_HUMAN	10.489762	10.457649	12.030902	10.469804	8.395123	8.030459	NaN	NaN	NaN	11.4098015	10.867302	10.503382	NaN	NaN	NaN	5.9996185	9.526232	9.30096	NaN	NaN	NaN	5.4549484	11.221134	11.4819	NaN	NaN	NaN	10.881735	11.134964	10.631834	9.755103	10.336632	10.456612	NaN	NaN	NaN	NaN	NaN	NaN
sp|O43772|MCAT_HUMAN	12.450591	12.640189	10.438893	6.794297	10.269203	9.8785095	10.508463	11.037599	10.301391	11.606881	11.643182	11.8319025	11.2141	11.078307	11.038634	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.609848	10.343304	10.412682	11.641722	11.268206	11.8300085	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|O43776|SYNC_HUMAN	10.8713	11.021875	11.195726	NaN	NaN	NaN	11.498043	11.395561	11.492559	10.540237	10.599553	10.715489	11.042436	11.169503	10.84231	NaN	NaN	NaN	NaN	NaN	NaN	10.996663	11.692125	11.859009	NaN	NaN	NaN	10.951425	10.823835	10.7391	11.095836	11.971954	11.417698	NaN	NaN	NaN	NaN	NaN	NaN
sp|O43790|KRT86_HUMAN : sp|P78385|KRT83_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.548102	-2.8825245	5.9662166	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|O43795|MYO1B_HUMAN	NaN	NaN	NaN	11.754801	10.857507	11.182649	10.026326	9.824385	9.905516	10.341877	10.268338	10.590076	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.006504	8.09984	7.035653	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|O43819|SCO2_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.924878	7.1929235	5.2179966	NaN	NaN	NaN	8.3448715	7.6688876	9.310354	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|O43852|CALU_HUMAN	8.824815	7.0686126	11.821691	12.831667	11.544327	11.270836	11.135796	10.964541	11.225523	12.319294	12.165391	12.302243	12.360147	12.285921	12.174692	12.244267	11.316107	11.263388	11.640665	12.320743	11.921503	12.430352	11.360684	11.303254	NaN	NaN	NaN	11.060864	12.206021	11.033251	12.893406	10.91998	11.169458	12.167967	11.118967	12.003232	12.376053	12.20137	11.735429
sp|O43865|SAHH2_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	10.332905	10.2535515	10.798874	NaN	NaN	NaN	10.580627	10.512739	10.359666	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.521819	9.931474	8.719697	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|O43865|SAHH2_HUMAN : sp|Q96HN2|SAHH3_HUMAN	10.80919	10.690713	3.4280872	9.914742	8.860244	8.747494	NaN	NaN	NaN	10.030265	9.538651	9.882709	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.793986	8.238844	8.817616	NaN	NaN	NaN	10.342018	9.644065	8.495114	9.26282	8.523991	10.265553	NaN	NaN	NaN
sp|O60218|AK1BA_HUMAN	18.20737	17.450672	17.576017	17.723415	17.382538	17.15371	18.01934	17.70543	17.855656	18.262062	18.237389	18.448498	18.770626	18.77411	18.811962	19.067993	19.04673	18.951199	19.306753	18.405142	19.41603	17.806934	17.530937	17.696856	17.462334	17.319191	17.594364	18.091768	17.910892	18.04441	18.144936	19.341057	18.709854	19.267097	19.44132	19.385023	19.290237	19.225464	19.383781
sp|O60271|JIP4_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.985864	11.25412	11.134336	5.212593	8.883393	8.287277	NaN	NaN	NaN	NaN	NaN	NaN	7.8774996	10.601349	10.136658	NaN	NaN	NaN
sp|O60313|OPA1_HUMAN	10.333727	10.714044	9.733072	6.1223574	7.2928867	8.135949	NaN	NaN	NaN	8.995934	9.592261	9.540163	10.968396	11.02549	10.720585	NaN	NaN	NaN	10.306668	10.739054	10.403354	10.070046	9.015461	8.222208	11.026533	9.109511	9.27089	9.915296	8.66986	9.963856	9.891062	9.956199	10.174556	10.458855	10.171771	10.844612	11.678671	11.039894	11.2767725
sp|O60437|PEPL_HUMAN	11.163752	11.22447	11.061895	11.662234	11.348451	11.381313	10.642103	10.810783	10.425781	10.010399	9.481785	9.845854	10.741821	10.697476	11.670726	9.016899	10.646767	10.843775	10.128268	9.948343	10.178998	11.17027	11.112422	11.221311	11.286356	10.958691	10.66463	7.5646706	11.123032	10.882681	14.583088	13.216303	14.735629	9.688779	11.5906925	9.463337	10.676249	11.081375	10.682373
sp|O60488|ACSL4_HUMAN	10.626767	10.525527	2.5842257	11.230186	9.502932	8.981945	NaN	NaN	NaN	12.4809885	12.445142	12.451642	13.554692	13.503817	13.9042845	12.9350195	13.37274	13.102946	12.983224	12.899713	13.403033	NaN	NaN	NaN	NaN	NaN	NaN	13.038605	12.670603	12.854851	11.835199	10.738065	9.728505	13.227385	12.111842	13.136185	12.76903	13.1023655	12.671366
sp|O60493|SNX3_HUMAN	12.235241	11.996272	6.8438215	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.301849	10.504902	10.269262	NaN	NaN	NaN	NaN	NaN	NaN	7.4662175	12.807371	12.258993	12.313289	9.406535	8.606176	NaN	NaN	NaN	11.566894	9.999302	9.325235	10.458524	10.288505	9.703277	10.995151	11.472586	10.998942
sp|O60506|HNRPQ_HUMAN	13.236892	12.332653	11.127102	11.169228	10.266245	10.713034	10.8206625	11.063676	10.855817	8.744179	9.369118	8.773003	12.091436	12.48172	11.670462	11.57015	12.067482	12.981808	7.6136827	10.171185	8.339778	13.122748	10.827519	13.2833395	11.048536	12.7431	10.774126	12.678899	12.220619	12.925532	12.540054	12.541537	12.69091	11.694037	11.625473	11.606179	7.8272047	8.121668	8.957111
sp|O60610|DIAP1_HUMAN	7.500798	6.8576536	9.805513	6.2853727	9.881229	10.610786	8.790175	0.64660645	9.06213	NaN	NaN	NaN	9.013841	9.164305	9.304143	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.851138	7.3249636	9.556144	9.002038	8.3105135	17.320927	16.990955	16.539742	8.772698	7.685942	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|O60656|UD19_HUMAN : sp|Q9HAW7|UD17_HUMAN : sp|Q9HAW8|UD110_HUMAN : sp|Q9HAW9|UD18_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	8.859318	9.1248455	8.511247	10.337571	8.885095	9.054259	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.3637705	8.901209	8.93758	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|O60656|UD19_HUMAN : sp|Q9HAW7|UD17_HUMAN : sp|Q9HAW9|UD18_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.667826	10.774564	10.848961	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.578529	10.616194	10.467617	NaN	NaN	NaN
sp|O60656|UD19_HUMAN : sp|Q9HAW9|UD18_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.284192	11.223026	11.719316	NaN	NaN	NaN	NaN	NaN	NaN
sp|O60664|PLIN3_HUMAN	14.311874	14.354972	13.95838	14.664088	14.018216	13.978576	13.7072	13.592074	13.707817	13.337397	13.27848	13.103349	13.989115	13.868598	13.826065	14.417399	14.457371	14.373613	13.3365	13.496205	13.405254	14.01052	14.4240675	14.084751	12.43803	13.34559	13.466664	14.814975	14.746567	14.249579	11.870287	12.487663	12.611423	13.847527	13.940449	13.375214	13.081919	13.0907345	13.009148
sp|O60701|UGDH_HUMAN	16.881641	16.825485	16.736897	16.97007	16.531925	16.580505	16.687754	16.708742	16.604065	16.839058	16.940903	16.890247	17.142025	17.020128	17.087578	17.590363	17.337925	17.201256	17.345873	17.48707	17.527897	17.372486	16.943222	16.935858	17.370003	16.806946	17.066013	16.86001	17.016235	16.795353	17.030685	16.97956	16.680548	17.256458	17.50233	17.240513	17.594273	17.394276	17.489738
sp|O60716|CTND1_HUMAN	11.398419	11.3179035	11.552612	10.491981	11.533893	12.087574	10.1406555	10.046969	9.685227	11.440841	11.323695	11.248349	10.881841	10.907159	11.035356	10.220118	10.743207	10.681418	10.7101345	11.00677	10.913334	5.810948	10.7943	11.530126	11.748278	11.81551	11.932969	10.608518	10.708628	10.94559	NaN	NaN	NaN	10.2156105	11.039526	10.378103	NaN	NaN	NaN
sp|O60749|SNX2_HUMAN	8.60266	8.337173	9.786455	8.817134	10.274278	9.766724	9.728236	9.860507	9.869107	11.3347	10.468044	10.808863	NaN	NaN	NaN	10.438432	10.141652	10.113777	NaN	NaN	NaN	NaN	NaN	NaN	7.0885096	8.866999	8.514378	NaN	NaN	NaN	8.63979	10.67638	10.603213	NaN	NaN	NaN	NaN	NaN	NaN
sp|O60763|USO1_HUMAN	13.294529	13.147791	12.48075	11.796656	12.773053	12.771999	13.4635515	13.379106	13.196913	13.062302	13.037683	13.003463	11.650049	11.154965	11.755638	0.88315487	11.85226	11.332205	12.575041	13.051452	12.910002	11.831766	12.011416	12.208975	10.792861	12.769538	12.501794	12.178121	12.331582	12.551456	12.175843	13.573914	12.84209	12.434727	12.63775	12.138883	12.5012	13.1075735	12.876831
sp|O60784|TOM1_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.659529	11.863121	11.78653	NaN	NaN	NaN	8.143411	7.468846	9.452726	NaN	NaN	NaN	10.498009	9.18585	9.476258	NaN	NaN	NaN	NaN	NaN	NaN	8.666825	8.841041	8.820331	11.94101	11.804632	11.63774
sp|O60814|H2B1K_HUMAN : sp|P57053|H2BFS_HUMAN : sp|P58876|H2B1D_HUMAN : sp|P62807|H2B1C_HUMAN : sp|Q5QNW6|H2B2F_HUMAN : sp|Q93079|H2B1H_HUMAN : sp|Q99877|H2B1N_HUMAN : sp|Q99879|H2B1M_HUMAN : sp|Q99880|H2B1L_HUMAN	14.991062	14.920706	14.821787	12.941846	14.430632	14.779961	14.941956	14.440429	15.114286	14.737465	14.806924	14.630708	14.850609	15.029899	14.495678	14.860001	15.001127	14.821828	14.389939	14.570434	14.454798	14.714471	14.900594	14.806251	15.14782	14.743809	14.900178	14.849257	14.872226	14.804985	14.946445	14.952155	15.128674	14.560088	14.7933235	14.382632	14.9218235	14.609514	14.678384
sp|O60826|CCD22_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.906605	9.264893	8.617834
sp|O60832|DKC1_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.616309	8.864296	8.701851	NaN	NaN	NaN	NaN	NaN	NaN
sp|O60841|IF2P_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.889905	9.859903	10.573613	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
